date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,              0,              0
2016-01-01 00:20:00,       0.158158,      -0.291669
2016-01-01 00:40:00,       0.125817,      -0.235682
2016-01-01 01:00:00,     -0.0359572,      0.0263561
2016-01-01 01:20:00,     -0.0471194,    0.000237453
2016-01-01 01:40:00,     -0.0239456,      0.0389131
2016-01-01 02:00:00,     -0.0220064,     0.00432363
2016-01-01 02:20:00,      0.0112011,    -0.00917401
2016-01-01 02:40:00,     -0.0233461,     -0.0384838
2016-01-01 03:00:00,     -0.0409969,     0.00879915
2016-01-01 03:20:00,     -0.0327531,     -0.0108376
2016-01-01 03:40:00,     -0.0436123,      0.0414387
2016-01-01 04:00:00,     -0.0392553,    -0.00205323
2016-01-01 04:20:00,     -0.0174572,    -0.00600328
2016-01-01 04:40:00,     -0.0235882,     -0.0404017
2016-01-01 05:00:00,     -0.0313544,    -0.00858825
2016-01-01 05:20:00,     -0.0338925,     -0.0178106
2016-01-01 05:40:00,     -0.0299223,      0.0116322
2016-01-01 06:00:00,     -0.0318063,    -0.00456141
2016-01-01 06:20:00,     -0.0233707,    -0.00492607
2016-01-01 06:40:00,     -0.0166813,     -0.0239355
2016-01-01 07:00:00,     -0.0269799,      -0.025546
2016-01-01 07:20:00,     -0.0347309,     -0.0304593
2016-01-01 07:40:00,      -0.033377,     -0.0425751
2016-01-01 08:00:00,     -0.0360021,     -0.0326537
2016-01-01 08:20:00,     -0.0443544,      -0.036248
2016-01-01 08:40:00,     -0.0423406,     -0.0392496
2016-01-01 09:00:00,     -0.0478311,     -0.0492131
2016-01-01 09:20:00,     -0.0482249,     -0.0733467
2016-01-01 09:40:00,     -0.0605898,     -0.0790306
2016-01-01 10:00:00,       -0.06219,     -0.0859367
2016-01-01 10:20:00,      -0.056543,     -0.0864783
2016-01-01 10:40:00,     -0.0527468,       -0.10041
2016-01-01 11:00:00,     -0.0469279,      -0.101306
2016-01-01 11:20:00,     -0.0481864,      -0.110927
2016-01-01 11:40:00,      -0.048435,      -0.108826
2016-01-01 12:00:00,     -0.0558594,      -0.112376
2016-01-01 12:20:00,     -0.0676429,      -0.112455
2016-01-01 12:40:00,      -0.077194,      -0.115378
2016-01-01 13:00:00,     -0.0779882,      -0.115813
2016-01-01 13:20:00,       -0.07999,      -0.111836
2016-01-01 13:40:00,     -0.0878706,       -0.10838
2016-01-01 14:00:00,     -0.0951211,       -0.10423
2016-01-01 14:20:00,     -0.0971172,      -0.103346
2016-01-01 14:40:00,      -0.101318,      -0.104862
2016-01-01 15:00:00,       -0.10682,      -0.106944
2016-01-01 15:20:00,      -0.109518,      -0.107974
2016-01-01 15:40:00,      -0.107547,      -0.106961
2016-01-01 16:00:00,      -0.105174,      -0.106623
2016-01-01 16:20:00,      -0.104691,      -0.105058
2016-01-01 16:40:00,      -0.100979,      -0.106107
2016-01-01 17:00:00,     -0.0963443,      -0.108367
2016-01-01 17:20:00,     -0.0947963,      -0.109388
2016-01-01 17:40:00,     -0.0929091,       -0.10875
2016-01-01 18:00:00,     -0.0869027,      -0.107883
2016-01-01 18:20:00,     -0.0825657,      -0.105416
2016-01-01 18:40:00,     -0.0792693,      -0.102977
2016-01-01 19:00:00,     -0.0736091,      -0.102552
2016-01-01 19:20:00,      -0.069567,      -0.101239
2016-01-01 19:40:00,     -0.0667746,       -0.09822
2016-01-01 20:00:00,     -0.0631165,     -0.0939442
2016-01-01 20:20:00,     -0.0581577,     -0.0890225
2016-01-01 20:40:00,     -0.0550136,     -0.0838959
2016-01-01 21:00:00,     -0.0513942,     -0.0789296
2016-01-01 21:20:00,     -0.0477952,     -0.0742883
2016-01-01 21:40:00,     -0.0451045,      -0.069511
2016-01-01 22:00:00,      -0.044344,      -0.064326
2016-01-01 22:20:00,     -0.0436206,     -0.0570997
2016-01-01 22:40:00,     -0.0401755,      -0.050099
2016-01-01 23:00:00,     -0.0370271,     -0.0422388
2016-01-01 23:20:00,     -0.0351212,     -0.0353766
2016-01-01 23:40:00,     -0.0339441,     -0.0286148
2016-01-02 00:00:00,     -0.0328714,     -0.0214869
2016-01-02 00:20:00,     -0.0316588,     -0.0155929
2016-01-02 00:40:00,     -0.0315833,    -0.00947299
2016-01-02 01:00:00,     -0.0314095,    -0.00369149
2016-01-02 01:20:00,     -0.0298831,     0.00247788
2016-01-02 01:40:00,     -0.0277353,     0.00860959
2016-01-02 02:00:00,     -0.0263775,      0.0140155
2016-01-02 02:20:00,     -0.0262502,      0.0188511
2016-01-02 02:40:00,     -0.0252019,      0.0224103
2016-01-02 03:00:00,     -0.0239467,      0.0255397
2016-01-02 03:20:00,      -0.023632,      0.0285199
2016-01-02 03:40:00,     -0.0236604,      0.0311494
2016-01-02 04:00:00,     -0.0218954,      0.0338874
2016-01-02 04:20:00,     -0.0192226,      0.0363856
2016-01-02 04:40:00,     -0.0176521,      0.0387866
