date and time,water level (m)
2016-01-01 00:00:00,            0.8
2016-01-01 00:20:00,       -1.11957
2016-01-01 00:40:00,      -0.235518
2016-01-01 01:00:00,      -0.120351
2016-01-01 01:20:00,      -0.288255
2016-01-01 01:40:00,      -0.288364
2016-01-01 02:00:00,       -0.28453
2016-01-01 02:20:00,     -0.0219406
2016-01-01 02:40:00,       0.122734
2016-01-01 03:00:00,       0.220413
2016-01-01 03:20:00,        0.27323
2016-01-01 03:40:00,       0.304716
2016-01-01 04:00:00,        0.32889
2016-01-01 04:20:00,       0.394787
2016-01-01 04:40:00,       0.446441
2016-01-01 05:00:00,       0.549634
2016-01-01 05:20:00,        0.55773
2016-01-01 05:40:00,       0.566501
2016-01-01 06:00:00,       0.509454
2016-01-01 06:20:00,       0.471273
2016-01-01 06:40:00,       0.364845
2016-01-01 07:00:00,       0.380558
2016-01-01 07:20:00,       0.330375
2016-01-01 07:40:00,        0.28494
2016-01-01 08:00:00,       0.199445
2016-01-01 08:20:00,      0.0913779
2016-01-01 08:40:00,     -0.0470166
2016-01-01 09:00:00,      -0.109537
2016-01-01 09:20:00,      -0.178222
2016-01-01 09:40:00,      -0.211234
2016-01-01 10:00:00,      -0.303317
2016-01-01 10:20:00,       -0.37078
2016-01-01 10:40:00,      -0.443022
2016-01-01 11:00:00,      -0.464204
2016-01-01 11:20:00,      -0.479089
2016-01-01 11:40:00,      -0.481134
2016-01-01 12:00:00,      -0.476336
2016-01-01 12:20:00,      -0.474867
2016-01-01 12:40:00,      -0.443697
2016-01-01 13:00:00,      -0.397372
2016-01-01 13:20:00,      -0.332448
2016-01-01 13:40:00,      -0.266647
2016-01-01 14:00:00,      -0.204532
2016-01-01 14:20:00,      -0.134787
2016-01-01 14:40:00,     -0.0566643
2016-01-01 15:00:00,      0.0273878
2016-01-01 15:20:00,       0.107209
2016-01-01 15:40:00,       0.178616
2016-01-01 16:00:00,       0.247641
2016-01-01 16:20:00,       0.302159
2016-01-01 16:40:00,       0.352671
2016-01-01 17:00:00,       0.392234
2016-01-01 17:20:00,       0.428048
2016-01-01 17:40:00,       0.443604
2016-01-01 18:00:00,        0.45061
2016-01-01 18:20:00,       0.440756
2016-01-01 18:40:00,       0.418478
2016-01-01 19:00:00,       0.380967
2016-01-01 19:20:00,       0.340577
2016-01-01 19:40:00,        0.28976
2016-01-01 20:00:00,       0.232328
2016-01-01 20:20:00,       0.168284
2016-01-01 20:40:00,      0.0977979
2016-01-01 21:00:00,      0.0231478
2016-01-01 21:20:00,     -0.0514751
2016-01-01 21:40:00,      -0.117939
2016-01-01 22:00:00,      -0.182473
2016-01-01 22:20:00,      -0.242916
2016-01-01 22:40:00,      -0.298463
2016-01-01 23:00:00,      -0.344078
2016-01-01 23:20:00,      -0.376948
2016-01-01 23:40:00,      -0.401632
2016-01-02 00:00:00,      -0.412847
2016-01-02 00:20:00,      -0.414358
2016-01-02 00:40:00,      -0.404629
2016-01-02 01:00:00,       -0.38372
2016-01-02 01:20:00,      -0.352524
2016-01-02 01:40:00,       -0.30906
2016-01-02 02:00:00,      -0.258466
2016-01-02 02:20:00,      -0.203688
2016-01-02 02:40:00,      -0.144528
2016-01-02 03:00:00,     -0.0803821
2016-01-02 03:20:00,     -0.0124932
2016-01-02 03:40:00,      0.0531444
2016-01-02 04:00:00,       0.116477
2016-01-02 04:20:00,       0.176064
2016-01-02 04:40:00,       0.230783
2016-01-02 05:00:00,       0.276902
2016-01-02 05:20:00,       0.316109
2016-01-02 05:40:00,       0.347981
2016-01-02 06:00:00,       0.368803
2016-01-02 06:20:00,       0.378444
2016-01-02 06:40:00,        0.37797
2016-01-02 07:00:00,       0.367097
2016-01-02 07:20:00,       0.345057
2016-01-02 07:40:00,       0.315321
2016-01-02 08:00:00,       0.277717
2016-01-02 08:20:00,        0.23256
2016-01-02 08:40:00,       0.180542
2016-01-02 09:00:00,        0.12508
