date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,             -0,              0
2016-01-01 00:20:00,     -0.0318814,      0.0396354
2016-01-01 00:40:00,     -0.0244911,    -0.00234995
2016-01-01 01:00:00,     -0.0560365,     0.00500959
2016-01-01 01:20:00,     -0.0581683,     -0.0329573
2016-01-01 01:40:00,     -0.0687581,     -0.0683965
2016-01-01 02:00:00,     -0.0835176,      -0.098556
2016-01-01 02:20:00,     -0.0879407,      -0.147428
2016-01-01 02:40:00,     -0.0927307,      -0.166785
2016-01-01 03:00:00,      -0.102502,      -0.195557
2016-01-01 03:20:00,     -0.0993225,      -0.209125
2016-01-01 03:40:00,       -0.10954,      -0.212506
2016-01-01 04:00:00,       -0.11778,      -0.209457
2016-01-01 04:20:00,      -0.128018,      -0.194418
2016-01-01 04:40:00,      -0.134228,      -0.188951
2016-01-01 05:00:00,      -0.135069,      -0.181546
2016-01-01 05:20:00,      -0.133147,      -0.186018
2016-01-01 05:40:00,       -0.12367,      -0.199893
2016-01-01 06:00:00,      -0.126584,       -0.21186
2016-01-01 06:20:00,      -0.126468,      -0.227008
2016-01-01 06:40:00,      -0.125213,      -0.235027
2016-01-01 07:00:00,      -0.125263,      -0.238205
2016-01-01 07:20:00,      -0.122319,      -0.230785
2016-01-01 07:40:00,      -0.118685,      -0.220187
2016-01-01 08:00:00,      -0.120675,       -0.19942
2016-01-01 08:20:00,      -0.122738,      -0.179541
2016-01-01 08:40:00,      -0.120831,      -0.161279
2016-01-01 09:00:00,      -0.125561,      -0.143665
2016-01-01 09:20:00,      -0.118904,      -0.130599
2016-01-01 09:40:00,      -0.118454,      -0.122908
2016-01-01 10:00:00,      -0.116371,      -0.115897
2016-01-01 10:20:00,      -0.113412,      -0.116793
2016-01-01 10:40:00,        -0.1127,      -0.114218
2016-01-01 11:00:00,      -0.111431,      -0.114777
2016-01-01 11:20:00,      -0.107079,      -0.114345
2016-01-01 11:40:00,      -0.105866,      -0.110141
2016-01-01 12:00:00,      -0.100381,      -0.107586
2016-01-01 12:20:00,      -0.098431,      -0.100284
2016-01-01 12:40:00,     -0.0953877,     -0.0882984
2016-01-01 13:00:00,     -0.0928313,     -0.0754738
2016-01-01 13:20:00,     -0.0919044,      -0.057818
2016-01-01 13:40:00,     -0.0898574,     -0.0416063
2016-01-01 14:00:00,     -0.0845034,      -0.022261
2016-01-01 14:20:00,     -0.0806649,    -0.00522672
2016-01-01 14:40:00,     -0.0744277,     0.00956476
2016-01-01 15:00:00,     -0.0679386,      0.0215233
2016-01-01 15:20:00,     -0.0628253,      0.0279836
2016-01-01 15:40:00,     -0.0590414,      0.0287754
2016-01-01 16:00:00,     -0.0532172,      0.0265932
2016-01-01 16:20:00,     -0.0492948,      0.0216628
2016-01-01 16:40:00,     -0.0422417,      0.0175349
2016-01-01 17:00:00,     -0.0376541,      0.0136406
2016-01-01 17:20:00,     -0.0353609,      0.0154378
2016-01-01 17:40:00,     -0.0344071,      0.0201546
2016-01-01 18:00:00,     -0.0343919,      0.0255233
2016-01-01 18:20:00,     -0.0365905,      0.0338544
2016-01-01 18:40:00,     -0.0350938,      0.0380955
2016-01-01 19:00:00,      -0.033078,      0.0394013
2016-01-01 19:20:00,     -0.0333549,      0.0363739
2016-01-01 19:40:00,     -0.0311474,      0.0264174
2016-01-01 20:00:00,     -0.0311957,      0.0144778
2016-01-01 20:20:00,     -0.0306086,     0.00247883
2016-01-01 20:40:00,      -0.029173,    -0.00967777
2016-01-01 21:00:00,     -0.0286032,      -0.016937
2016-01-01 21:20:00,       -0.02876,     -0.0211486
2016-01-01 21:40:00,     -0.0290434,     -0.0214123
2016-01-01 22:00:00,      -0.032242,     -0.0187886
2016-01-01 22:20:00,     -0.0356409,     -0.0156586
2016-01-01 22:40:00,     -0.0383953,     -0.0113236
2016-01-01 23:00:00,      -0.040858,    -0.00853456
2016-01-01 23:20:00,     -0.0427211,    -0.00760935
2016-01-01 23:40:00,     -0.0435306,    -0.00877187
2016-01-02 00:00:00,     -0.0450757,     -0.0128335
2016-01-02 00:20:00,     -0.0462601,     -0.0196219
2016-01-02 00:40:00,     -0.0478947,     -0.0286216
2016-01-02 01:00:00,     -0.0495003,     -0.0387943
2016-01-02 01:20:00,     -0.0499867,     -0.0498249
2016-01-02 01:40:00,     -0.0497875,     -0.0608605
2016-01-02 02:00:00,     -0.0493879,     -0.0696712
2016-01-02 02:20:00,     -0.0483317,     -0.0769597
2016-01-02 02:40:00,     -0.0493137,     -0.0810524
2016-01-02 03:00:00,     -0.0512284,     -0.0819181
2016-01-02 03:20:00,     -0.0528538,     -0.0801847
2016-01-02 03:40:00,     -0.0553973,     -0.0753266
2016-01-02 04:00:00,      -0.055587,     -0.0699052
2016-01-02 04:20:00,     -0.0538618,     -0.0652169
2016-01-02 04:40:00,     -0.0527808,     -0.0620601
2016-01-02 05:00:00,     -0.0502053,     -0.0638915
2016-01-02 05:20:00,     -0.0482277,     -0.0694312
2016-01-02 05:40:00,     -0.0469406,     -0.0775362
2016-01-02 06:00:00,     -0.0423224,     -0.0874563
2016-01-02 06:20:00,     -0.0381479,     -0.0953092
2016-01-02 06:40:00,     -0.0337202,     -0.0994889
2016-01-02 07:00:00,      -0.029389,     -0.0990164
2016-01-02 07:20:00,     -0.0274399,     -0.0930549
2016-01-02 07:40:00,     -0.0263366,     -0.0828724
2016-01-02 08:00:00,     -0.0245388,     -0.0713212
2016-01-02 08:20:00,     -0.0217194,     -0.0597754
2016-01-02 08:40:00,     -0.0181103,     -0.0505106
2016-01-02 09:00:00,     -0.0138958,     -0.0452656
2016-01-02 09:20:00,     -0.0102139,      -0.043278
2016-01-02 09:40:00,    -0.00670556,      -0.043946
2016-01-02 10:00:00,    -0.00333086,      -0.045972
2016-01-02 10:20:00,    0.000430549,     -0.0476624
2016-01-02 10:40:00,     0.00355715,     -0.0476057
2016-01-02 11:00:00,     0.00698448,     -0.0451057
2016-01-02 11:20:00,     0.00874832,     -0.0398841
2016-01-02 11:40:00,      0.0087863,     -0.0319773
2016-01-02 12:00:00,     0.00844888,      -0.022755
2016-01-02 12:20:00,     0.00681642,     -0.0120211
2016-01-02 12:40:00,      0.0055722,    -0.00166568
2016-01-02 13:00:00,     0.00535769,     0.00776156
