date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,              0,              0
2016-01-01 00:20:00,       0.155589,      -0.293703
2016-01-01 00:40:00,       0.121953,      -0.242042
2016-01-01 01:00:00,     -0.0414123,      0.0166958
2016-01-01 01:20:00,     -0.0545679,      -0.012591
2016-01-01 01:40:00,     -0.0332485,      0.0227458
2016-01-01 02:00:00,     -0.0339533,     -0.0138043
2016-01-01 02:20:00,    -0.00395534,     -0.0298358
2016-01-01 02:40:00,     -0.0409134,     -0.0616566
2016-01-01 03:00:00,     -0.0594402,     -0.0177966
2016-01-01 03:20:00,     -0.0532051,     -0.0402358
2016-01-01 03:40:00,     -0.0659734,     0.00862321
2016-01-01 04:00:00,     -0.0643623,     -0.0363692
2016-01-01 04:20:00,     -0.0436695,     -0.0446342
2016-01-01 04:40:00,     -0.0491011,     -0.0822757
2016-01-01 05:00:00,     -0.0561337,     -0.0564239
2016-01-01 05:20:00,      -0.057678,     -0.0699701
2016-01-01 05:40:00,     -0.0518942,     -0.0454395
2016-01-01 06:00:00,     -0.0504159,     -0.0675977
2016-01-01 06:20:00,     -0.0381786,     -0.0739784
2016-01-01 06:40:00,     -0.0266931,      -0.100646
2016-01-01 07:00:00,      -0.032488,      -0.108319
2016-01-01 07:20:00,     -0.0359902,      -0.122093
2016-01-01 07:40:00,      -0.032462,      -0.137555
2016-01-01 08:00:00,     -0.0331544,      -0.135762
2016-01-01 08:20:00,     -0.0424004,      -0.139649
2016-01-01 08:40:00,     -0.0500979,       -0.14093
2016-01-01 09:00:00,     -0.0672168,      -0.144469
2016-01-01 09:20:00,     -0.0828689,      -0.162447
2016-01-01 09:40:00,      -0.106318,      -0.165371
2016-01-01 10:00:00,       -0.12067,      -0.175325
2016-01-01 10:20:00,      -0.128578,      -0.180884
2016-01-01 10:40:00,       -0.13634,      -0.195968
2016-01-01 11:00:00,      -0.143181,      -0.200034
2016-01-01 11:20:00,      -0.154083,       -0.20902
2016-01-01 11:40:00,      -0.162133,      -0.210577
2016-01-01 12:00:00,      -0.173606,      -0.215004
2016-01-01 12:20:00,      -0.185929,      -0.217069
2016-01-01 12:40:00,      -0.194484,      -0.219219
2016-01-01 13:00:00,      -0.197799,      -0.220597
2016-01-01 13:20:00,       -0.20058,      -0.219603
2016-01-01 13:40:00,      -0.205625,      -0.218121
2016-01-01 14:00:00,      -0.210705,      -0.214622
2016-01-01 14:20:00,       -0.21298,      -0.212606
2016-01-01 14:40:00,       -0.21506,      -0.210701
2016-01-01 15:00:00,      -0.217266,      -0.208699
2016-01-01 15:20:00,      -0.217096,      -0.206177
2016-01-01 15:40:00,      -0.213723,      -0.202075
2016-01-01 16:00:00,      -0.208704,      -0.197439
2016-01-01 16:20:00,      -0.203607,      -0.191838
2016-01-01 16:40:00,      -0.196058,      -0.187087
2016-01-01 17:00:00,      -0.187056,      -0.183395
2016-01-01 17:20:00,      -0.179249,      -0.178793
2016-01-01 17:40:00,      -0.171101,      -0.173289
2016-01-01 18:00:00,       -0.16118,      -0.167019
2016-01-01 18:20:00,      -0.151735,      -0.160219
2016-01-01 18:40:00,      -0.143044,       -0.15336
2016-01-01 19:00:00,      -0.133285,      -0.147395
2016-01-01 19:20:00,      -0.124109,      -0.140831
2016-01-01 19:40:00,      -0.115777,      -0.133573
2016-01-01 20:00:00,      -0.107028,      -0.125682
2016-01-01 20:20:00,     -0.0975862,      -0.117781
2016-01-01 20:40:00,      -0.088651,      -0.109543
2016-01-01 21:00:00,     -0.0798814,      -0.101214
2016-01-01 21:20:00,     -0.0711343,     -0.0927938
2016-01-01 21:40:00,     -0.0630813,     -0.0841962
2016-01-01 22:00:00,     -0.0561248,     -0.0754474
2016-01-01 22:20:00,     -0.0497755,     -0.0663937
2016-01-01 22:40:00,     -0.0429044,       -0.05747
2016-01-01 23:00:00,     -0.0363121,     -0.0485323
2016-01-01 23:20:00,     -0.0306202,     -0.0398629
2016-01-01 23:40:00,     -0.0256515,     -0.0314767
2016-01-02 00:00:00,     -0.0209384,     -0.0232541
2016-01-02 00:20:00,     -0.0163314,      -0.015742
2016-01-02 00:40:00,     -0.0124134,    -0.00854388
2016-01-02 01:00:00,    -0.00909302,    -0.00160239
2016-01-02 01:20:00,    -0.00578966,     0.00520236
2016-01-02 01:40:00,    -0.00260704,      0.0118216
2016-01-02 02:00:00,    0.000107488,      0.0179077
2016-01-02 02:20:00,     0.00216313,      0.0235996
2016-01-02 02:40:00,     0.00421764,      0.0287434
2016-01-02 03:00:00,     0.00633924,      0.0334446
2016-01-02 03:20:00,     0.00809284,      0.0378023
2016-01-02 03:40:00,     0.00970882,      0.0416627
2016-01-02 04:00:00,      0.0119504,      0.0450079
2016-01-02 04:20:00,      0.0147906,      0.0479068
2016-01-02 04:40:00,      0.0174296,      0.0504927
2016-01-02 05:00:00,      0.0199218,      0.0526541
2016-01-02 05:20:00,      0.0227819,      0.0543541
2016-01-02 05:40:00,      0.0254728,      0.0555692
2016-01-02 06:00:00,      0.0276916,      0.0566441
2016-01-02 06:20:00,      0.0299836,      0.0574602
2016-01-02 06:40:00,      0.0321217,      0.0579533
2016-01-02 07:00:00,      0.0334508,      0.0580261
2016-01-02 07:20:00,      0.0342498,      0.0574708
2016-01-02 07:40:00,      0.0347402,      0.0562897
2016-01-02 08:00:00,      0.0343313,      0.0548424
2016-01-02 08:20:00,      0.0331337,      0.0532454
2016-01-02 08:40:00,      0.0318409,      0.0514618
2016-01-02 09:00:00,      0.0303129,      0.0495754
2016-01-02 09:20:00,      0.0283359,      0.0476054
2016-01-02 09:40:00,      0.0261941,       0.045777
2016-01-02 10:00:00,      0.0240316,      0.0442284
2016-01-02 10:20:00,      0.0214518,      0.0430081
2016-01-02 10:40:00,       0.018428,      0.0420787
2016-01-02 11:00:00,      0.0155176,      0.0412363
2016-01-02 11:20:00,      0.0128514,      0.0405394
2016-01-02 11:40:00,      0.0100035,      0.0401053
2016-01-02 12:00:00,     0.00676895,      0.0400491
2016-01-02 12:20:00,     0.00333013,      0.0401927
2016-01-02 12:40:00,   -0.000115555,      0.0402309
2016-01-02 13:00:00,    -0.00367853,      0.0400293
2016-01-02 13:20:00,    -0.00746066,      0.0395651
2016-01-02 13:40:00,     -0.0112648,      0.0390248
2016-01-02 14:00:00,     -0.0148721,      0.0384589
2016-01-02 14:20:00,     -0.0183938,        0.03776
2016-01-02 14:40:00,       -0.02192,      0.0367504
2016-01-02 15:00:00,     -0.0252597,      0.0353304
2016-01-02 15:20:00,     -0.0280825,       0.033619
2016-01-02 15:40:00,     -0.0305176,      0.0318427
2016-01-02 16:00:00,     -0.0327762,      0.0301158
2016-01-02 16:20:00,     -0.0345652,      0.0283624
2016-01-02 16:40:00,      -0.035612,      0.0264557
2016-01-02 17:00:00,     -0.0361863,        0.02439
2016-01-02 17:20:00,     -0.0365155,      0.0222837
2016-01-02 17:40:00,     -0.0364469,       0.020217
2016-01-02 18:00:00,     -0.0360313,      0.0182229
2016-01-02 18:20:00,     -0.0355011,      0.0161723
2016-01-02 18:40:00,     -0.0346878,      0.0140302
2016-01-02 19:00:00,     -0.0333994,      0.0119412
2016-01-02 19:20:00,     -0.0319203,      0.0100493
2016-01-02 19:40:00,     -0.0304603,     0.00845539
2016-01-02 20:00:00,     -0.0287623,     0.00699948
2016-01-02 20:20:00,     -0.0268509,     0.00563824
2016-01-02 20:40:00,     -0.0249817,     0.00452428
2016-01-02 21:00:00,     -0.0230383,     0.00375906
2016-01-02 21:20:00,     -0.0209886,     0.00334943
2016-01-02 21:40:00,       -0.01913,     0.00322982
2016-01-02 22:00:00,     -0.0174876,     0.00325616
2016-01-02 22:20:00,     -0.0159365,     0.00344471
2016-01-02 22:40:00,     -0.0145393,     0.00386631
2016-01-02 23:00:00,     -0.0134879,      0.0045596
2016-01-02 23:20:00,     -0.0127373,     0.00556031
2016-01-02 23:40:00,     -0.0120378,     0.00674599
2016-01-03 00:00:00,     -0.0114203,     0.00808627
2016-01-03 00:20:00,      -0.011084,     0.00957463
2016-01-03 00:40:00,     -0.0110331,       0.011158
2016-01-03 01:00:00,     -0.0111656,      0.0128261
2016-01-03 01:20:00,     -0.0114628,       0.014447
2016-01-03 01:40:00,     -0.0119934,      0.0159376
2016-01-03 02:00:00,     -0.0126658,      0.0172538
2016-01-03 02:20:00,     -0.0133103,       0.018376
2016-01-03 02:40:00,     -0.0139742,      0.0193674
2016-01-03 03:00:00,     -0.0147795,      0.0201811
2016-01-03 03:20:00,     -0.0156423,      0.0208297
2016-01-03 03:40:00,     -0.0162964,      0.0212622
2016-01-03 04:00:00,     -0.0167212,      0.0214506
2016-01-03 04:20:00,     -0.0170663,      0.0214939
2016-01-03 04:40:00,     -0.0172839,      0.0214226
2016-01-03 05:00:00,     -0.0172382,      0.0212931
2016-01-03 05:20:00,     -0.0169319,      0.0210203
2016-01-03 05:40:00,     -0.0164888,      0.0205605
2016-01-03 06:00:00,     -0.0158787,      0.0199503
2016-01-03 06:20:00,     -0.0151765,      0.0190811
2016-01-03 06:40:00,     -0.0147235,      0.0179219
2016-01-03 07:00:00,     -0.0145723,      0.0164451
2016-01-03 07:20:00,     -0.0145116,      0.0145177
2016-01-03 07:40:00,     -0.0146143,      0.0122461
2016-01-03 08:00:00,     -0.0151032,     0.00967665
2016-01-03 08:20:00,     -0.0159702,     0.00686272
2016-01-03 08:40:00,      -0.017129,     0.00387045
2016-01-03 09:00:00,     -0.0185818,    0.000654216
2016-01-03 09:20:00,     -0.0202311,    -0.00286179
2016-01-03 09:40:00,      -0.021973,     -0.0065934
2016-01-03 10:00:00,      -0.023894,     -0.0104045
2016-01-03 10:20:00,     -0.0261913,     -0.0142108
2016-01-03 10:40:00,     -0.0287823,     -0.0181021
2016-01-03 11:00:00,     -0.0314518,     -0.0223101
2016-01-03 11:20:00,     -0.0343314,       -0.02668
2016-01-03 11:40:00,     -0.0375357,     -0.0310411
2016-01-03 12:00:00,     -0.0409953,     -0.0353019
2016-01-03 12:20:00,     -0.0447085,     -0.0395115
2016-01-03 12:40:00,     -0.0487079,     -0.0438787
2016-01-03 13:00:00,     -0.0529965,     -0.0484414
2016-01-03 13:20:00,     -0.0575152,     -0.0531612
2016-01-03 13:40:00,     -0.0622502,     -0.0579997
2016-01-03 14:00:00,     -0.0672327,     -0.0629441
2016-01-03 14:20:00,     -0.0723517,     -0.0681265
2016-01-03 14:40:00,     -0.0774118,     -0.0736648
2016-01-03 15:00:00,     -0.0823023,     -0.0796084
2016-01-03 15:20:00,       -0.08634,     -0.0854166
2016-01-03 15:40:00,     -0.0891009,     -0.0904282
2016-01-03 16:00:00,     -0.0911648,     -0.0940576
2016-01-03 16:20:00,     -0.0928875,     -0.0962193
2016-01-03 16:40:00,     -0.0943633,     -0.0972657
2016-01-03 17:00:00,     -0.0955478,     -0.0975826
2016-01-03 17:20:00,     -0.0962913,     -0.0975142
2016-01-03 17:40:00,     -0.0966617,     -0.0970175
2016-01-03 18:00:00,     -0.0967345,     -0.0961097
2016-01-03 18:20:00,     -0.0966393,      -0.095147
2016-01-03 18:40:00,     -0.0963714,     -0.0944639
2016-01-03 19:00:00,     -0.0957012,     -0.0942798
2016-01-03 19:20:00,      -0.094708,     -0.0943711
2016-01-03 19:40:00,     -0.0935784,     -0.0942984
2016-01-03 20:00:00,     -0.0923445,     -0.0939225
2016-01-03 20:20:00,     -0.0910387,     -0.0932318
2016-01-03 20:40:00,     -0.0896041,     -0.0923115
2016-01-03 21:00:00,     -0.0879534,      -0.091135
2016-01-03 21:20:00,      -0.086184,      -0.089448
2016-01-03 21:40:00,     -0.0843133,     -0.0871906
2016-01-03 22:00:00,       -0.08215,     -0.0845412
2016-01-03 22:20:00,     -0.0795149,     -0.0817332
2016-01-03 22:40:00,     -0.0763802,     -0.0788979
2016-01-03 23:00:00,     -0.0729225,     -0.0758771
2016-01-03 23:20:00,     -0.0693318,     -0.0724416
2016-01-03 23:40:00,      -0.065681,     -0.0686197
2016-01-04 00:00:00,     -0.0620093,     -0.0645112
2016-01-04 00:20:00,     -0.0582976,     -0.0601977
2016-01-04 00:40:00,     -0.0545604,     -0.0556395
