date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,              0,              0
2016-01-01 00:20:00,     -0.0821133,      -0.090817
2016-01-01 00:40:00,      -0.097605,     -0.0948849
2016-01-01 01:00:00,      -0.152563,     -0.0195262
2016-01-01 01:20:00,      -0.178073,      0.0375666
2016-01-01 01:40:00,      -0.150842,       0.105819
2016-01-01 02:00:00,      -0.145687,       0.132146
2016-01-01 02:20:00,      -0.105011,       0.131151
2016-01-01 02:40:00,     -0.0722448,       0.105599
2016-01-01 03:00:00,      -0.042463,      0.0917547
2016-01-01 03:20:00,     -0.0362569,      0.0906016
2016-01-01 03:40:00,     -0.0276231,      0.0972071
2016-01-01 04:00:00,     -0.0262664,      0.0983236
2016-01-01 04:20:00,     -0.0227937,      0.0927656
2016-01-01 04:40:00,     -0.0106722,      0.0764977
2016-01-01 05:00:00,    0.000944309,      0.0657674
2016-01-01 05:20:00,     0.00554918,      0.0609343
2016-01-01 05:40:00,     0.00932984,      0.0662762
2016-01-01 06:00:00,     0.00871677,      0.0643097
2016-01-01 06:20:00,      0.0112079,       0.063414
2016-01-01 06:40:00,       0.017177,      0.0495462
2016-01-01 07:00:00,      0.0247172,      0.0456689
2016-01-01 07:20:00,      0.0253224,      0.0396765
2016-01-01 07:40:00,      0.0311351,      0.0414154
2016-01-01 08:00:00,      0.0337613,      0.0354923
2016-01-01 08:20:00,      0.0381068,      0.0319477
2016-01-01 08:40:00,      0.0388145,      0.0280661
2016-01-01 09:00:00,      0.0428827,      0.0272643
2016-01-01 09:20:00,      0.0443022,      0.0286888
2016-01-01 09:40:00,        0.04415,       0.031972
2016-01-01 10:00:00,      0.0455394,      0.0337208
2016-01-01 10:20:00,      0.0473659,      0.0333502
2016-01-01 10:40:00,      0.0492607,      0.0345157
2016-01-01 11:00:00,      0.0501769,      0.0364621
2016-01-01 11:20:00,      0.0505009,      0.0407393
2016-01-01 11:40:00,      0.0503217,      0.0459599
2016-01-01 12:00:00,      0.0501661,      0.0515564
2016-01-01 12:20:00,      0.0503164,       0.055075
2016-01-01 12:40:00,      0.0510121,      0.0585176
2016-01-01 13:00:00,      0.0508359,      0.0615171
2016-01-01 13:20:00,      0.0508633,      0.0663404
2016-01-01 13:40:00,      0.0495726,        0.07048
2016-01-01 14:00:00,      0.0484617,      0.0743257
2016-01-01 14:20:00,      0.0469834,      0.0782819
2016-01-01 14:40:00,      0.0464227,      0.0786032
2016-01-01 15:00:00,      0.0453043,      0.0800908
2016-01-01 15:20:00,      0.0461209,      0.0799231
2016-01-01 15:40:00,      0.0437863,      0.0815092
2016-01-01 16:00:00,      0.0442384,      0.0809658
2016-01-01 16:20:00,      0.0429142,      0.0791909
2016-01-01 16:40:00,      0.0421155,      0.0777049
2016-01-01 17:00:00,      0.0410765,      0.0759399
2016-01-01 17:20:00,      0.0414458,       0.073109
2016-01-01 17:40:00,      0.0403548,      0.0715293
2016-01-01 18:00:00,      0.0400964,      0.0683164
2016-01-01 18:20:00,      0.0396986,      0.0647584
2016-01-01 18:40:00,      0.0393628,      0.0613976
2016-01-01 19:00:00,      0.0393618,      0.0583176
2016-01-01 19:20:00,      0.0381041,      0.0554493
2016-01-01 19:40:00,      0.0380446,      0.0528687
2016-01-01 20:00:00,       0.036599,      0.0497068
2016-01-01 20:20:00,      0.0360211,      0.0469569
2016-01-01 20:40:00,      0.0349119,      0.0442224
2016-01-01 21:00:00,      0.0338935,        0.04244
2016-01-01 21:20:00,      0.0324711,      0.0409226
2016-01-01 21:40:00,      0.0308098,      0.0398535
2016-01-01 22:00:00,      0.0291449,      0.0387002
2016-01-01 22:20:00,      0.0270849,      0.0378032
2016-01-01 22:40:00,      0.0251727,      0.0373732
2016-01-01 23:00:00,      0.0229474,      0.0373419
2016-01-01 23:20:00,       0.020497,      0.0375603
2016-01-01 23:40:00,      0.0181747,      0.0379597
2016-01-02 00:00:00,      0.0156445,      0.0381061
2016-01-02 00:20:00,      0.0132626,      0.0383181
