date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,              0,              0
2016-01-01 00:20:00,      0.0897727,      -0.345085
2016-01-01 00:40:00,      0.0127535,      -0.372281
2016-01-01 01:00:00,      -0.195181,      -0.172599
2016-01-01 01:20:00,      -0.241061,      -0.245713
2016-01-01 01:40:00,      -0.267628,      -0.239368
2016-01-01 02:00:00,      -0.293712,      -0.304697
2016-01-01 02:20:00,      -0.281672,      -0.369983
2016-01-01 02:40:00,      -0.329472,      -0.402045
2016-01-01 03:00:00,      -0.361558,      -0.393104
2016-01-01 03:20:00,      -0.381488,      -0.412574
2016-01-01 03:40:00,      -0.410865,      -0.397949
2016-01-01 04:00:00,      -0.421951,       -0.43116
2016-01-01 04:20:00,      -0.418562,      -0.451186
2016-01-01 04:40:00,      -0.429033,      -0.471818
2016-01-01 05:00:00,      -0.437618,      -0.478351
2016-01-01 05:20:00,      -0.447029,      -0.486578
2016-01-01 05:40:00,      -0.452292,      -0.488611
2016-01-01 06:00:00,      -0.451438,      -0.508587
2016-01-01 06:20:00,      -0.457691,      -0.523792
2016-01-01 06:40:00,      -0.481357,      -0.554473
2016-01-01 07:00:00,       -0.51725,      -0.593196
2016-01-01 07:20:00,      -0.564539,      -0.648543
2016-01-01 07:40:00,       -0.61672,      -0.710962
2016-01-01 08:00:00,      -0.677439,       -0.77652
2016-01-01 08:20:00,      -0.744249,       -0.83547
2016-01-01 08:40:00,      -0.810748,      -0.890301
2016-01-01 09:00:00,      -0.872338,      -0.938567
2016-01-01 09:20:00,      -0.910727,      -0.977812
2016-01-01 09:40:00,      -0.927857,       -1.00044
2016-01-01 10:00:00,      -0.937205,       -1.00412
2016-01-01 10:20:00,      -0.942261,      -0.995905
2016-01-01 10:40:00,      -0.944787,      -0.985186
2016-01-01 11:00:00,      -0.945387,      -0.978253
2016-01-01 11:20:00,      -0.944949,      -0.973417
2016-01-01 11:40:00,      -0.944221,      -0.968854
2016-01-01 12:00:00,      -0.943925,      -0.963417
2016-01-01 12:20:00,       -0.93994,      -0.955728
2016-01-01 12:40:00,       -0.93208,      -0.945296
2016-01-01 13:00:00,      -0.922646,       -0.93175
2016-01-01 13:20:00,      -0.912036,      -0.916622
2016-01-01 13:40:00,      -0.900463,      -0.901367
2016-01-01 14:00:00,      -0.887849,      -0.887294
2016-01-01 14:20:00,      -0.874884,       -0.87288
2016-01-01 14:40:00,      -0.860143,      -0.860699
2016-01-01 15:00:00,       -0.84516,      -0.847249
2016-01-01 15:20:00,      -0.824561,      -0.830952
2016-01-01 15:40:00,      -0.797787,       -0.80918
2016-01-01 16:00:00,      -0.767654,      -0.782639
2016-01-01 16:20:00,      -0.735256,      -0.752713
2016-01-01 16:40:00,       -0.70095,      -0.721349
2016-01-01 17:00:00,      -0.664757,      -0.690067
2016-01-01 17:20:00,      -0.627279,      -0.658397
2016-01-01 17:40:00,      -0.589073,      -0.625908
2016-01-01 18:00:00,       -0.55058,      -0.592441
2016-01-01 18:20:00,      -0.516207,      -0.561968
2016-01-01 18:40:00,      -0.487883,      -0.536919
2016-01-01 19:00:00,      -0.462752,      -0.517767
2016-01-01 19:20:00,      -0.439822,      -0.503152
2016-01-01 19:40:00,      -0.419594,      -0.490154
2016-01-01 20:00:00,      -0.401721,      -0.478043
2016-01-01 20:20:00,      -0.385865,      -0.466381
2016-01-01 20:40:00,      -0.371624,      -0.455158
2016-01-01 21:00:00,      -0.358556,      -0.444616
2016-01-01 21:20:00,      -0.348052,      -0.434706
2016-01-01 21:40:00,      -0.340826,      -0.425834
2016-01-01 22:00:00,      -0.335994,      -0.418625
2016-01-01 22:20:00,      -0.333008,      -0.413138
2016-01-01 22:40:00,      -0.331533,      -0.409204
2016-01-01 23:00:00,      -0.331561,      -0.406269
2016-01-01 23:20:00,      -0.333133,      -0.403848
2016-01-01 23:40:00,      -0.335976,      -0.402042
2016-01-02 00:00:00,      -0.339834,      -0.400826
2016-01-02 00:20:00,      -0.344073,      -0.399348
2016-01-02 00:40:00,      -0.347679,      -0.397833
