date and time,water level (m)
2016-01-01 00:00:00,            0.8
2016-01-01 00:20:00,       -1.13406
2016-01-01 00:40:00,      -0.253724
2016-01-01 01:00:00,        -0.1384
2016-01-01 01:20:00,      -0.289771
2016-01-01 01:40:00,      -0.280179
2016-01-01 02:00:00,      -0.259892
2016-01-01 02:20:00,      -0.054554
2016-01-01 02:40:00,      0.0867549
2016-01-01 03:00:00,       0.173665
2016-01-01 03:20:00,       0.251079
2016-01-01 03:40:00,       0.277796
2016-01-01 04:00:00,       0.338987
2016-01-01 04:20:00,        0.39749
2016-01-01 04:40:00,       0.455075
2016-01-01 05:00:00,       0.499579
2016-01-01 05:20:00,       0.520263
2016-01-01 05:40:00,       0.504144
2016-01-01 06:00:00,       0.486357
2016-01-01 06:20:00,       0.441245
2016-01-01 06:40:00,       0.399114
2016-01-01 07:00:00,       0.357415
2016-01-01 07:20:00,       0.298053
2016-01-01 07:40:00,       0.225361
2016-01-01 08:00:00,       0.147259
2016-01-01 08:20:00,      0.0631208
2016-01-01 08:40:00,     -0.0143055
2016-01-01 09:00:00,     -0.0885207
2016-01-01 09:20:00,       -0.16702
2016-01-01 09:40:00,      -0.242608
2016-01-01 10:00:00,      -0.313399
2016-01-01 10:20:00,      -0.372598
2016-01-01 10:40:00,      -0.420984
2016-01-01 11:00:00,      -0.456948
2016-01-01 11:20:00,      -0.479289
2016-01-01 11:40:00,      -0.489252
2016-01-01 12:00:00,      -0.485231
2016-01-01 12:20:00,      -0.469536
2016-01-01 12:40:00,      -0.441279
2016-01-01 13:00:00,      -0.401092
2016-01-01 13:20:00,       -0.35048
2016-01-01 13:40:00,      -0.290414
2016-01-01 14:00:00,      -0.222483
2016-01-01 14:20:00,      -0.149616
2016-01-01 14:40:00,     -0.0740334
2016-01-01 15:00:00,     0.00389487
2016-01-01 15:20:00,      0.0794065
2016-01-01 15:40:00,       0.151458
2016-01-01 16:00:00,       0.217814
2016-01-01 16:20:00,       0.277811
2016-01-01 16:40:00,       0.329287
2016-01-01 17:00:00,       0.370444
2016-01-01 17:20:00,       0.400372
2016-01-01 17:40:00,       0.417923
2016-01-01 18:00:00,       0.423095
2016-01-01 18:20:00,       0.415194
2016-01-01 18:40:00,       0.395817
2016-01-01 19:00:00,       0.364159
2016-01-01 19:20:00,       0.321997
2016-01-01 19:40:00,       0.270339
2016-01-01 20:00:00,       0.210622
2016-01-01 20:20:00,       0.145425
2016-01-01 20:40:00,      0.0760795
2016-01-01 21:00:00,     0.00444211
2016-01-01 21:20:00,      -0.067271
2016-01-01 21:40:00,      -0.137244
2016-01-01 22:00:00,      -0.203399
2016-01-01 22:20:00,      -0.263813
2016-01-01 22:40:00,      -0.317085
2016-01-01 23:00:00,       -0.36169
2016-01-01 23:20:00,       -0.39653
2016-01-01 23:40:00,      -0.420748
2016-01-02 00:00:00,      -0.433486
2016-01-02 00:20:00,      -0.434559
2016-01-02 00:40:00,      -0.424341
2016-01-02 01:00:00,      -0.402734
2016-01-02 01:20:00,       -0.37102
2016-01-02 01:40:00,      -0.329995
2016-01-02 02:00:00,      -0.280027
2016-01-02 02:20:00,      -0.223922
2016-01-02 02:40:00,      -0.163394
2016-01-02 03:00:00,      -0.098951
2016-01-02 03:20:00,     -0.0327914
2016-01-02 03:40:00,       0.033862
2016-01-02 04:00:00,      0.0977599
2016-01-02 04:20:00,       0.157701
2016-01-02 04:40:00,       0.212196
2016-01-02 05:00:00,        0.25979
2016-01-02 05:20:00,        0.29965
2016-01-02 05:40:00,       0.330427
2016-01-02 06:00:00,       0.351289
2016-01-02 06:20:00,       0.361931
2016-01-02 06:40:00,       0.362504
2016-01-02 07:00:00,       0.352565
2016-01-02 07:20:00,       0.333021
2016-01-02 07:40:00,       0.304327
2016-01-02 08:00:00,        0.26738
2016-01-02 08:20:00,       0.224001
2016-01-02 08:40:00,       0.175017
2016-01-02 09:00:00,       0.121881
2016-01-02 09:20:00,      0.0628437
2016-01-02 09:40:00,      0.0024014
2016-01-02 10:00:00,     -0.0581031
2016-01-02 10:20:00,      -0.115948
2016-01-02 10:40:00,      -0.170175
2016-01-02 11:00:00,       -0.21944
2016-01-02 11:20:00,      -0.262512
2016-01-02 11:40:00,      -0.298336
2016-01-02 12:00:00,      -0.325805
2016-01-02 12:20:00,      -0.344183
2016-01-02 12:40:00,      -0.352973
2016-01-02 13:00:00,      -0.352492
2016-01-02 13:20:00,      -0.342636
2016-01-02 13:40:00,      -0.323909
2016-01-02 14:00:00,      -0.296816
2016-01-02 14:20:00,      -0.262049
2016-01-02 14:40:00,      -0.220702
2016-01-02 15:00:00,      -0.174052
2016-01-02 15:20:00,      -0.123465
2016-01-02 15:40:00,     -0.0703985
2016-01-02 16:00:00,     -0.0163887
2016-01-02 16:20:00,       0.037701
2016-01-02 16:40:00,      0.0901659
2016-01-02 17:00:00,       0.139713
2016-01-02 17:20:00,       0.184749
2016-01-02 17:40:00,       0.223999
2016-01-02 18:00:00,       0.256716
2016-01-02 18:20:00,       0.281307
2016-01-02 18:40:00,       0.298313
2016-01-02 19:00:00,       0.306641
2016-01-02 19:20:00,       0.306629
2016-01-02 19:40:00,       0.298339
2016-01-02 20:00:00,       0.281879
2016-01-02 20:20:00,       0.258097
2016-01-02 20:40:00,       0.227408
2016-01-02 21:00:00,       0.190575
2016-01-02 21:20:00,       0.148634
2016-01-02 21:40:00,       0.102829
2016-01-02 22:00:00,      0.0541938
2016-01-02 22:20:00,     0.00432279
2016-01-02 22:40:00,     -0.0457947
2016-01-02 23:00:00,      -0.094613
2016-01-02 23:20:00,      -0.140678
2016-01-02 23:40:00,       -0.18304
2016-01-03 00:00:00,      -0.220444
2016-01-03 00:20:00,      -0.252339
2016-01-03 00:40:00,      -0.277627
2016-01-03 01:00:00,      -0.295721
2016-01-03 01:20:00,      -0.306094
2016-01-03 01:40:00,      -0.308608
2016-01-03 02:00:00,      -0.303283
2016-01-03 02:20:00,       -0.29034
2016-01-03 02:40:00,      -0.270176
2016-01-03 03:00:00,       -0.24332
2016-01-03 03:20:00,      -0.209435
2016-01-03 03:40:00,      -0.170849
2016-01-03 04:00:00,      -0.127834
2016-01-03 04:20:00,     -0.0825152
2016-01-03 04:40:00,     -0.0353026
2016-01-03 05:00:00,      0.0123456
2016-01-03 05:20:00,      0.0590079
2016-01-03 05:40:00,       0.103992
2016-01-03 06:00:00,       0.145588
2016-01-03 06:20:00,       0.182354
2016-01-03 06:40:00,       0.214702
2016-01-03 07:00:00,       0.240597
2016-01-03 07:20:00,       0.260676
2016-01-03 07:40:00,       0.273946
2016-01-03 08:00:00,        0.27961
2016-01-03 08:20:00,       0.278821
2016-01-03 08:40:00,       0.271091
2016-01-03 09:00:00,       0.256877
2016-01-03 09:20:00,       0.234067
2016-01-03 09:40:00,       0.205132
2016-01-03 10:00:00,       0.170366
2016-01-03 10:20:00,       0.131955
2016-01-03 10:40:00,      0.0903312
2016-01-03 11:00:00,      0.0463941
2016-01-03 11:20:00,     0.00140889
2016-01-03 11:40:00,     -0.0436863
2016-01-03 12:00:00,     -0.0874141
2016-01-03 12:20:00,      -0.129262
2016-01-03 12:40:00,      -0.167689
2016-01-03 13:00:00,      -0.202185
2016-01-03 13:20:00,      -0.231414
2016-01-03 13:40:00,      -0.254983
2016-01-03 14:00:00,      -0.272077
2016-01-03 14:20:00,      -0.282188
2016-01-03 14:40:00,      -0.285758
2016-01-03 15:00:00,      -0.281765
2016-01-03 15:20:00,      -0.272496
2016-01-03 15:40:00,      -0.256957
2016-01-03 16:00:00,      -0.234239
2016-01-03 16:20:00,      -0.206118
2016-01-03 16:40:00,      -0.172132
2016-01-03 17:00:00,      -0.133072
2016-01-03 17:20:00,     -0.0914246
2016-01-03 17:40:00,     -0.0481439
2016-01-03 18:00:00,    -0.00360267
2016-01-03 18:20:00,       0.041902
2016-01-03 18:40:00,      0.0860022
2016-01-03 19:00:00,       0.126886
2016-01-03 19:20:00,       0.163806
2016-01-03 19:40:00,        0.19554
2016-01-03 20:00:00,       0.221655
2016-01-03 20:20:00,       0.241975
2016-01-03 20:40:00,        0.25543
2016-01-03 21:00:00,       0.261608
2016-01-03 21:20:00,        0.25971
2016-01-03 21:40:00,       0.250346
2016-01-03 22:00:00,       0.233808
2016-01-03 22:20:00,       0.210769
2016-01-03 22:40:00,       0.181588
2016-01-03 23:00:00,       0.146732
2016-01-03 23:20:00,        0.10721
2016-01-03 23:40:00,      0.0640305
2016-01-04 00:00:00,      0.0184577
2016-01-04 00:20:00,     -0.0281788
2016-01-04 00:40:00,     -0.0749875
2016-01-04 01:00:00,      -0.120649
2016-01-04 01:20:00,      -0.164078
2016-01-04 01:40:00,      -0.203983
2016-01-04 02:00:00,      -0.239261
2016-01-04 02:20:00,      -0.269009
2016-01-04 02:40:00,      -0.292397
2016-01-04 03:00:00,      -0.308818
2016-01-04 03:20:00,      -0.318462
2016-01-04 03:40:00,      -0.320085
2016-01-04 04:00:00,       -0.31433
2016-01-04 04:20:00,      -0.300674
2016-01-04 04:40:00,      -0.279941
2016-01-04 05:00:00,      -0.252293
2016-01-04 05:20:00,      -0.218539
2016-01-04 05:40:00,      -0.179535
2016-01-04 06:00:00,      -0.136249
2016-01-04 06:20:00,     -0.0892896
2016-01-04 06:40:00,     -0.0397085
2016-01-04 07:00:00,      0.0106418
2016-01-04 07:20:00,       0.061301
2016-01-04 07:40:00,       0.110565
2016-01-04 08:00:00,       0.157407
2016-01-04 08:20:00,       0.200633
2016-01-04 08:40:00,       0.239689
2016-01-04 09:00:00,       0.273608
2016-01-04 09:20:00,       0.295266
2016-01-04 09:40:00,       0.308281
2016-01-04 10:00:00,       0.311982
2016-01-04 10:20:00,       0.307642
2016-01-04 10:40:00,       0.295377
2016-01-04 11:00:00,       0.275044
2016-01-04 11:20:00,       0.246592
2016-01-04 11:40:00,       0.211066
2016-01-04 12:00:00,       0.169525
2016-01-04 12:20:00,        0.12014
2016-01-04 12:40:00,      0.0658812
2016-01-04 13:00:00,     0.00919162
2016-01-04 13:20:00,     -0.0485624
2016-01-04 13:40:00,      -0.105106
2016-01-04 14:00:00,      -0.159118
2016-01-04 14:20:00,       -0.21035
2016-01-04 14:40:00,      -0.256555
2016-01-04 15:00:00,      -0.296535
2016-01-04 15:20:00,      -0.330423
2016-01-04 15:40:00,      -0.355992
2016-01-04 16:00:00,      -0.372315
2016-01-04 16:20:00,      -0.379198
2016-01-04 16:40:00,      -0.376325
2016-01-04 17:00:00,      -0.363664
2016-01-04 17:20:00,      -0.341458
2016-01-04 17:40:00,      -0.310451
2016-01-04 18:00:00,      -0.271587
2016-01-04 18:20:00,      -0.224963
2016-01-04 18:40:00,      -0.172108
2016-01-04 19:00:00,      -0.116008
2016-01-04 19:20:00,     -0.0570312
2016-01-04 19:40:00,     0.00391962
2016-01-04 20:00:00,      0.0644268
2016-01-04 20:20:00,       0.122503
2016-01-04 20:40:00,       0.177113
2016-01-04 21:00:00,       0.226482
2016-01-04 21:20:00,       0.268549
2016-01-04 21:40:00,        0.30334
2016-01-04 22:00:00,        0.32855
2016-01-04 22:20:00,       0.344359
2016-01-04 22:40:00,       0.349843
2016-01-04 23:00:00,       0.344409
2016-01-04 23:20:00,       0.328969
2016-01-04 23:40:00,        0.30326
2016-01-05 00:00:00,       0.267949
2016-01-05 00:20:00,       0.224718
2016-01-05 00:40:00,       0.173387
2016-01-05 01:00:00,        0.11641
2016-01-05 01:20:00,      0.0546735
2016-01-05 01:40:00,    -0.00995037
2016-01-05 02:00:00,      -0.075559
2016-01-05 02:20:00,      -0.140748
2016-01-05 02:40:00,      -0.203379
2016-01-05 03:00:00,      -0.261783
2016-01-05 03:20:00,      -0.315099
2016-01-05 03:40:00,      -0.361103
2016-01-05 04:00:00,       -0.39805
2016-01-05 04:20:00,      -0.425281
2016-01-05 04:40:00,      -0.442287
2016-01-05 05:00:00,      -0.447545
2016-01-05 05:20:00,      -0.441142
2016-01-05 05:40:00,      -0.423568
2016-01-05 06:00:00,      -0.395013
2016-01-05 06:20:00,       -0.35485
2016-01-05 06:40:00,      -0.305624
2016-01-05 07:00:00,      -0.246805
2016-01-05 07:20:00,      -0.182722
2016-01-05 07:40:00,      -0.114256
2016-01-05 08:00:00,     -0.0429646
2016-01-05 08:20:00,       0.029925
2016-01-05 08:40:00,       0.102315
2016-01-05 09:00:00,       0.170868
2016-01-05 09:20:00,       0.233176
2016-01-05 09:40:00,       0.289836
2016-01-05 10:00:00,       0.337445
2016-01-05 10:20:00,       0.376936
2016-01-05 10:40:00,       0.405859
2016-01-05 11:00:00,       0.423387
2016-01-05 11:20:00,       0.430227
2016-01-05 11:40:00,       0.425662
2016-01-05 12:00:00,       0.410233
2016-01-05 12:20:00,        0.37567
2016-01-05 12:40:00,       0.327676
