date and time,water level (m)
2016-01-01 00:00:00,              5
2016-01-01 00:20:00,      -0.541913
2016-01-01 00:40:00,       -0.35491
2016-01-01 01:00:00,       -0.26008
2016-01-01 01:20:00,      -0.321682
2016-01-01 01:40:00,      0.0588122
2016-01-01 02:00:00,      -0.107111
2016-01-01 02:20:00,       0.123726
2016-01-01 02:40:00,       0.155678
2016-01-01 03:00:00,       0.256772
2016-01-01 03:20:00,       0.250625
2016-01-01 03:40:00,       0.222306
2016-01-01 04:00:00,       0.120723
2016-01-01 04:20:00,       0.270088
2016-01-01 04:40:00,       0.262329
2016-01-01 05:00:00,       0.385293
2016-01-01 05:20:00,       0.445569
2016-01-01 05:40:00,       0.545327
2016-01-01 06:00:00,       0.451219
2016-01-01 06:20:00,       0.492065
2016-01-01 06:40:00,        0.41643
2016-01-01 07:00:00,       0.393496
2016-01-01 07:20:00,       0.286209
2016-01-01 07:40:00,       0.203901
2016-01-01 08:00:00,       0.119954
2016-01-01 08:20:00,      0.0409655
2016-01-01 08:40:00,     -0.0412781
2016-01-01 09:00:00,     -0.0927568
2016-01-01 09:20:00,      -0.159249
2016-01-01 09:40:00,      -0.185231
2016-01-01 10:00:00,      -0.274485
2016-01-01 10:20:00,      -0.290582
2016-01-01 10:40:00,      -0.362541
2016-01-01 11:00:00,       -0.38005
2016-01-01 11:20:00,      -0.423092
2016-01-01 11:40:00,      -0.431981
2016-01-01 12:00:00,       -0.44615
2016-01-01 12:20:00,      -0.435759
2016-01-01 12:40:00,      -0.416422
2016-01-01 13:00:00,      -0.396598
2016-01-01 13:20:00,       -0.35187
2016-01-01 13:40:00,      -0.307159
2016-01-01 14:00:00,      -0.237169
2016-01-01 14:20:00,      -0.184814
2016-01-01 14:40:00,     -0.0943867
2016-01-01 15:00:00,     -0.0279195
2016-01-01 15:20:00,      0.0549709
2016-01-01 15:40:00,       0.116303
2016-01-01 16:00:00,       0.191616
2016-01-01 16:20:00,       0.248506
2016-01-01 16:40:00,       0.297282
2016-01-01 17:00:00,       0.330244
2016-01-01 17:20:00,       0.363718
2016-01-01 17:40:00,       0.368665
2016-01-01 18:00:00,       0.377015
2016-01-01 18:20:00,       0.370794
2016-01-01 18:40:00,       0.366729
2016-01-01 19:00:00,        0.34392
2016-01-01 19:20:00,       0.320964
2016-01-01 19:40:00,       0.282614
2016-01-01 20:00:00,       0.243589
2016-01-01 20:20:00,       0.183437
2016-01-01 20:40:00,       0.130687
2016-01-01 21:00:00,      0.0581028
2016-01-01 21:20:00,     -0.0048612
2016-01-01 21:40:00,     -0.0742322
2016-01-01 22:00:00,      -0.137877
2016-01-01 22:20:00,      -0.200003
2016-01-01 22:40:00,      -0.247679
2016-01-01 23:00:00,      -0.294705
2016-01-01 23:20:00,      -0.323357
2016-01-01 23:40:00,      -0.349985
2016-01-02 00:00:00,      -0.360633
2016-01-02 00:20:00,      -0.365167
2016-01-02 00:40:00,      -0.356478
2016-01-02 01:00:00,      -0.339711
2016-01-02 01:20:00,      -0.317461
2016-01-02 01:40:00,       -0.28127
2016-01-02 02:00:00,      -0.243581
2016-01-02 02:20:00,      -0.198665
2016-01-02 02:40:00,      -0.152359
2016-01-02 03:00:00,     -0.0998555
2016-01-02 03:20:00,     -0.0478281
2016-01-02 03:40:00,     0.00756562
2016-01-02 04:00:00,      0.0615202
2016-01-02 04:20:00,       0.119521
2016-01-02 04:40:00,       0.171403
2016-01-02 05:00:00,       0.222203
2016-01-02 05:20:00,        0.26494
2016-01-02 05:40:00,       0.303323
2016-01-02 06:00:00,        0.32814
2016-01-02 06:20:00,       0.344305
2016-01-02 06:40:00,        0.34562
2016-01-02 07:00:00,       0.340421
2016-01-02 07:20:00,       0.319583
2016-01-02 07:40:00,       0.295425
2016-01-02 08:00:00,       0.262465
2016-01-02 08:20:00,       0.228083
2016-01-02 08:40:00,       0.186691
2016-01-02 09:00:00,       0.144381
2016-01-02 09:20:00,      0.0965425
2016-01-02 09:40:00,      0.0495182
2016-01-02 10:00:00,    -0.00369375
2016-01-02 10:20:00,     -0.0550365
2016-01-02 10:40:00,      -0.106204
2016-01-02 11:00:00,      -0.154483
2016-01-02 11:20:00,      -0.200026
2016-01-02 11:40:00,      -0.238314
