date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,              0,              0
2016-01-01 00:20:00,       0.117333,      -0.323283
2016-01-01 00:40:00,      0.0605276,      -0.321564
2016-01-01 01:00:00,      -0.129867,      -0.101643
2016-01-01 01:20:00,      -0.165154,      -0.158017
2016-01-01 01:40:00,      -0.159635,        -0.1539
2016-01-01 02:00:00,      -0.184505,      -0.193307
2016-01-01 02:20:00,      -0.181249,      -0.226201
2016-01-01 02:40:00,      -0.217348,      -0.275352
2016-01-01 03:00:00,      -0.235712,      -0.271033
2016-01-01 03:20:00,      -0.243816,      -0.295715
2016-01-01 03:40:00,      -0.269328,      -0.268434
2016-01-01 04:00:00,      -0.282197,      -0.303955
2016-01-01 04:20:00,      -0.278588,      -0.323598
2016-01-01 04:40:00,      -0.296991,      -0.349323
2016-01-01 05:00:00,      -0.312249,      -0.348427
2016-01-01 05:20:00,      -0.323283,      -0.356378
2016-01-01 05:40:00,      -0.327057,      -0.351025
2016-01-01 06:00:00,      -0.327524,      -0.374713
2016-01-01 06:20:00,      -0.332485,       -0.38667
2016-01-01 06:40:00,      -0.349651,      -0.414139
2016-01-01 07:00:00,      -0.377341,      -0.438582
2016-01-01 07:20:00,      -0.411741,      -0.478877
2016-01-01 07:40:00,      -0.444839,      -0.522998
2016-01-01 08:00:00,       -0.48495,      -0.575299
2016-01-01 08:20:00,      -0.532197,      -0.624387
2016-01-01 08:40:00,      -0.583156,      -0.672852
2016-01-01 09:00:00,      -0.634352,      -0.714791
2016-01-01 09:20:00,      -0.673749,      -0.752196
2016-01-01 09:40:00,      -0.696569,      -0.776091
2016-01-01 10:00:00,       -0.71241,      -0.785588
2016-01-01 10:20:00,      -0.723045,      -0.782601
2016-01-01 10:40:00,        -0.7298,      -0.775502
2016-01-01 11:00:00,      -0.732784,        -0.7699
2016-01-01 11:20:00,      -0.734281,      -0.765769
2016-01-01 11:40:00,      -0.734872,      -0.762655
2016-01-01 12:00:00,      -0.735862,      -0.758122
2016-01-01 12:20:00,      -0.734385,      -0.752043
2016-01-01 12:40:00,      -0.730086,      -0.743786
2016-01-01 13:00:00,      -0.724406,      -0.733311
2016-01-01 13:20:00,      -0.717464,      -0.721724
2016-01-01 13:40:00,      -0.709951,      -0.708929
2016-01-01 14:00:00,      -0.700249,      -0.698396
2016-01-01 14:20:00,       -0.69045,      -0.687175
2016-01-01 14:40:00,      -0.679288,      -0.677139
2016-01-01 15:00:00,      -0.667576,      -0.667018
2016-01-01 15:20:00,      -0.651951,      -0.655308
2016-01-01 15:40:00,      -0.632065,      -0.639661
2016-01-01 16:00:00,      -0.609536,      -0.620718
2016-01-01 16:20:00,      -0.585234,      -0.598955
2016-01-01 16:40:00,      -0.559169,      -0.575901
2016-01-01 17:00:00,      -0.531326,      -0.552727
2016-01-01 17:20:00,      -0.502219,      -0.529262
2016-01-01 17:40:00,      -0.472401,      -0.505057
2016-01-01 18:00:00,      -0.442221,      -0.479902
2016-01-01 18:20:00,      -0.414431,      -0.456381
2016-01-01 18:40:00,      -0.390359,      -0.436192
2016-01-01 19:00:00,      -0.368404,      -0.419612
2016-01-01 19:20:00,      -0.347964,      -0.405964
2016-01-01 19:40:00,      -0.329422,       -0.39342
2016-01-01 20:00:00,      -0.312549,      -0.381618
2016-01-01 20:20:00,      -0.297061,      -0.370508
2016-01-01 20:40:00,      -0.282699,       -0.36004
2016-01-01 21:00:00,      -0.269226,      -0.350231
2016-01-01 21:20:00,      -0.257688,      -0.340693
2016-01-01 21:40:00,      -0.248731,       -0.33152
2016-01-01 22:00:00,      -0.241899,      -0.323229
2016-01-01 22:20:00,      -0.236911,       -0.31601
2016-01-01 22:40:00,      -0.233485,      -0.310011
2016-01-01 23:00:00,      -0.231594,      -0.304928
2016-01-01 23:20:00,      -0.231201,      -0.300499
2016-01-01 23:40:00,      -0.232097,       -0.29679
2016-01-02 00:00:00,      -0.234053,      -0.293891
2016-01-02 00:20:00,      -0.236539,      -0.291386
2016-01-02 00:40:00,      -0.239013,      -0.289077
2016-01-02 01:00:00,      -0.241601,      -0.286658
2016-01-02 01:20:00,      -0.244188,      -0.284155
2016-01-02 01:40:00,      -0.246644,      -0.281654
2016-01-02 02:00:00,      -0.248801,       -0.27932
2016-01-02 02:20:00,      -0.250509,      -0.277313
2016-01-02 02:40:00,      -0.251764,      -0.275499
2016-01-02 03:00:00,      -0.252237,      -0.274242
2016-01-02 03:20:00,       -0.25204,       -0.27262
2016-01-02 03:40:00,      -0.250495,       -0.27082
2016-01-02 04:00:00,      -0.247861,      -0.268842
2016-01-02 04:20:00,      -0.244281,      -0.266343
2016-01-02 04:40:00,      -0.239648,      -0.263837
2016-01-02 05:00:00,      -0.234198,      -0.260837
2016-01-02 05:20:00,      -0.228019,      -0.257483
2016-01-02 05:40:00,      -0.221036,      -0.253925
2016-01-02 06:00:00,       -0.21356,      -0.249807
2016-01-02 06:20:00,      -0.207569,      -0.246758
2016-01-02 06:40:00,      -0.204914,      -0.246219
2016-01-02 07:00:00,      -0.204944,      -0.248758
2016-01-02 07:20:00,      -0.206904,      -0.254959
2016-01-02 07:40:00,      -0.210959,      -0.263609
2016-01-02 08:00:00,      -0.216916,      -0.273992
2016-01-02 08:20:00,      -0.224126,      -0.285717
2016-01-02 08:40:00,      -0.231929,      -0.298141
2016-01-02 09:00:00,      -0.239618,      -0.310413
2016-01-02 09:20:00,      -0.245194,      -0.321856
2016-01-02 09:40:00,       -0.24924,      -0.330103
2016-01-02 10:00:00,      -0.253533,      -0.333317
2016-01-02 10:20:00,      -0.258445,      -0.331999
2016-01-02 10:40:00,      -0.263007,      -0.328139
2016-01-02 11:00:00,      -0.265854,      -0.324067
2016-01-02 11:20:00,      -0.267106,      -0.319477
2016-01-02 11:40:00,      -0.267282,      -0.313664
2016-01-02 12:00:00,      -0.266703,      -0.306445
2016-01-02 12:20:00,      -0.266248,      -0.298946
2016-01-02 12:40:00,      -0.266287,       -0.29252
2016-01-02 13:00:00,       -0.26644,      -0.287774
2016-01-02 13:20:00,      -0.266834,       -0.28445
2016-01-02 13:40:00,      -0.267646,      -0.282059
2016-01-02 14:00:00,      -0.269054,      -0.280139
2016-01-02 14:20:00,      -0.270881,      -0.278789
2016-01-02 14:40:00,      -0.272827,      -0.278304
2016-01-02 15:00:00,      -0.274593,      -0.278908
2016-01-02 15:20:00,      -0.274878,      -0.279437
2016-01-02 15:40:00,      -0.273194,      -0.278426
2016-01-02 16:00:00,      -0.270174,      -0.275733
2016-01-02 16:20:00,      -0.266273,      -0.271284
2016-01-02 16:40:00,      -0.261162,      -0.266102
2016-01-02 17:00:00,      -0.254719,       -0.26068
2016-01-02 17:20:00,      -0.247123,      -0.254848
2016-01-02 17:40:00,      -0.238742,      -0.248305
2016-01-02 18:00:00,      -0.229859,      -0.240665
2016-01-02 18:20:00,       -0.22072,      -0.233366
2016-01-02 18:40:00,      -0.211391,      -0.226944
2016-01-02 19:00:00,      -0.201519,      -0.220703
2016-01-02 19:20:00,      -0.190972,      -0.214082
2016-01-02 19:40:00,      -0.179981,      -0.206244
2016-01-02 20:00:00,      -0.168232,      -0.197462
2016-01-02 20:20:00,      -0.155505,      -0.188009
2016-01-02 20:40:00,      -0.141999,       -0.17763
2016-01-02 21:00:00,      -0.127853,      -0.166264
2016-01-02 21:20:00,       -0.11392,      -0.154257
2016-01-02 21:40:00,      -0.100825,      -0.142031
2016-01-02 22:00:00,     -0.0881132,      -0.130212
2016-01-02 22:20:00,      -0.075761,      -0.118693
2016-01-02 22:40:00,      -0.063912,      -0.107126
2016-01-02 23:00:00,      -0.052551,     -0.0956024
2016-01-02 23:20:00,     -0.0418542,     -0.0839399
2016-01-02 23:40:00,     -0.0316193,     -0.0725866
2016-01-03 00:00:00,     -0.0217564,     -0.0618267
2016-01-03 00:20:00,     -0.0125764,      -0.051824
2016-01-03 00:40:00,    -0.00440637,     -0.0428432
2016-01-03 01:00:00,      0.0025013,     -0.0347569
2016-01-03 01:20:00,     0.00806616,     -0.0277746
2016-01-03 01:40:00,      0.0122156,     -0.0221093
2016-01-03 02:00:00,      0.0148739,     -0.0179669
2016-01-03 02:20:00,      0.0159678,     -0.0154495
2016-01-03 02:40:00,      0.0153754,     -0.0145188
2016-01-03 03:00:00,      0.0131265,     -0.0153391
2016-01-03 03:20:00,     0.00995191,     -0.0168792
2016-01-03 03:40:00,     0.00704758,      -0.018846
2016-01-03 04:00:00,     0.00440682,      -0.021156
2016-01-03 04:20:00,     0.00203813,     -0.0235883
2016-01-03 04:40:00,   -4.35784e-05,     -0.0261195
2016-01-03 05:00:00,    -0.00220741,     -0.0280105
2016-01-03 05:20:00,    -0.00421955,     -0.0296041
2016-01-03 05:40:00,    -0.00598857,     -0.0309296
2016-01-03 06:00:00,    -0.00752805,     -0.0318059
2016-01-03 06:20:00,     -0.0103918,     -0.0338584
2016-01-03 06:40:00,     -0.0169067,     -0.0379644
2016-01-03 07:00:00,     -0.0270371,     -0.0450818
2016-01-03 07:20:00,     -0.0405208,     -0.0562859
2016-01-03 07:40:00,     -0.0574788,     -0.0712524
2016-01-03 08:00:00,     -0.0771675,     -0.0903639
2016-01-03 08:20:00,     -0.0989676,      -0.112795
2016-01-03 08:40:00,      -0.122116,      -0.137276
2016-01-03 09:00:00,      -0.145236,      -0.163074
2016-01-03 09:20:00,      -0.166538,      -0.190665
2016-01-03 09:40:00,      -0.185646,      -0.220006
2016-01-03 10:00:00,       -0.20327,      -0.249781
2016-01-03 10:20:00,      -0.221302,        -0.2781
2016-01-03 10:40:00,      -0.241426,      -0.303749
2016-01-03 11:00:00,      -0.263905,      -0.327195
2016-01-03 11:20:00,      -0.288412,      -0.348257
2016-01-03 11:40:00,      -0.313046,      -0.367877
2016-01-03 12:00:00,       -0.33589,      -0.386338
2016-01-03 12:20:00,      -0.356729,      -0.403424
2016-01-03 12:40:00,      -0.376062,      -0.419728
2016-01-03 13:00:00,      -0.394518,      -0.436218
2016-01-03 13:20:00,      -0.412903,      -0.453031
2016-01-03 13:40:00,      -0.431397,      -0.469805
2016-01-03 14:00:00,      -0.450048,      -0.485964
2016-01-03 14:20:00,      -0.468666,      -0.501849
2016-01-03 14:40:00,      -0.487226,      -0.517777
2016-01-03 15:00:00,      -0.505609,      -0.533882
2016-01-03 15:20:00,       -0.51792,      -0.546272
2016-01-03 15:40:00,      -0.521796,      -0.552291
2016-01-03 16:00:00,      -0.521706,      -0.549935
2016-01-03 16:20:00,      -0.518486,      -0.541401
2016-01-03 16:40:00,      -0.512195,      -0.529158
2016-01-03 17:00:00,      -0.502765,      -0.515601
2016-01-03 17:20:00,      -0.489843,      -0.502801
2016-01-03 17:40:00,      -0.475182,         -0.489
2016-01-03 18:00:00,      -0.459462,      -0.473775
2016-01-03 18:20:00,      -0.444924,      -0.458637
2016-01-03 18:40:00,       -0.43243,      -0.444968
2016-01-03 19:00:00,      -0.420021,      -0.434757
2016-01-03 19:20:00,      -0.407528,      -0.427107
2016-01-03 19:40:00,       -0.39553,      -0.420191
2016-01-03 20:00:00,       -0.38424,      -0.413205
2016-01-03 20:20:00,      -0.373646,      -0.405867
2016-01-03 20:40:00,      -0.363009,      -0.399105
2016-01-03 21:00:00,      -0.351987,       -0.39317
2016-01-03 21:20:00,      -0.341412,      -0.387664
2016-01-03 21:40:00,       -0.33194,      -0.382247
2016-01-03 22:00:00,      -0.323476,      -0.376766
2016-01-03 22:20:00,      -0.315591,      -0.371722
2016-01-03 22:40:00,      -0.307914,      -0.367469
2016-01-03 23:00:00,      -0.300491,      -0.363681
2016-01-03 23:20:00,      -0.293598,      -0.359763
2016-01-03 23:40:00,      -0.287384,      -0.355467
2016-01-04 00:00:00,      -0.281752,      -0.350962
2016-01-04 00:20:00,      -0.276438,      -0.346389
2016-01-04 00:40:00,      -0.271313,      -0.341727
2016-01-04 01:00:00,      -0.266533,      -0.336751
2016-01-04 01:20:00,      -0.262215,      -0.331292
2016-01-04 01:40:00,      -0.258342,      -0.325444
2016-01-04 02:00:00,       -0.25482,      -0.319374
2016-01-04 02:20:00,      -0.251518,      -0.313293
2016-01-04 02:40:00,      -0.248413,      -0.307191
2016-01-04 03:00:00,      -0.245529,      -0.300994
2016-01-04 03:20:00,      -0.244381,      -0.296401
2016-01-04 03:40:00,      -0.246496,      -0.294334
2016-01-04 04:00:00,      -0.251021,      -0.295608
2016-01-04 04:20:00,      -0.257729,      -0.300202
2016-01-04 04:40:00,      -0.266504,      -0.307813
2016-01-04 05:00:00,      -0.277169,      -0.318306
2016-01-04 05:20:00,      -0.289753,       -0.33115
2016-01-04 05:40:00,      -0.303937,      -0.346372
2016-01-04 06:00:00,      -0.319636,      -0.363539
2016-01-04 06:20:00,      -0.340358,      -0.384295
2016-01-04 06:40:00,      -0.368916,      -0.410026
2016-01-04 07:00:00,      -0.402982,      -0.442401
2016-01-04 07:20:00,       -0.44062,      -0.481286
2016-01-04 07:40:00,       -0.48093,       -0.52409
2016-01-04 08:00:00,      -0.523059,      -0.568091
2016-01-04 08:20:00,      -0.566341,      -0.610218
2016-01-04 08:40:00,      -0.609023,      -0.649441
2016-01-04 09:00:00,      -0.648997,      -0.686057
2016-01-04 09:20:00,      -0.679778,      -0.719581
2016-01-04 09:40:00,      -0.701884,         -0.747
2016-01-04 10:00:00,      -0.720036,      -0.766189
2016-01-04 10:20:00,      -0.735552,      -0.779056
2016-01-04 10:40:00,      -0.748286,      -0.789801
2016-01-04 11:00:00,      -0.758226,      -0.802041
2016-01-04 11:20:00,      -0.766994,      -0.815043
2016-01-04 11:40:00,      -0.775726,      -0.827165
2016-01-04 12:00:00,      -0.784824,      -0.837813
2016-01-04 12:20:00,      -0.787777,      -0.844582
2016-01-04 12:40:00,      -0.783512,      -0.845335
2016-01-04 13:00:00,      -0.776407,      -0.839029
2016-01-04 13:20:00,      -0.767503,      -0.827711
2016-01-04 13:40:00,      -0.756981,      -0.814388
2016-01-04 14:00:00,      -0.745172,      -0.801262
2016-01-04 14:20:00,      -0.732794,      -0.788245
2016-01-04 14:40:00,      -0.720322,      -0.774492
2016-01-04 15:00:00,       -0.70781,      -0.760025
2016-01-04 15:20:00,       -0.69418,      -0.743842
2016-01-04 15:40:00,      -0.678875,      -0.725853
2016-01-04 16:00:00,      -0.662781,      -0.706065
2016-01-04 16:20:00,       -0.64613,      -0.684887
2016-01-04 16:40:00,      -0.628939,      -0.662952
2016-01-04 17:00:00,      -0.611168,      -0.640896
2016-01-04 17:20:00,      -0.592888,      -0.618889
2016-01-04 17:40:00,      -0.574184,      -0.596826
2016-01-04 18:00:00,      -0.555136,      -0.574606
2016-01-04 18:20:00,      -0.536999,      -0.554004
2016-01-04 18:40:00,      -0.521139,      -0.534773
2016-01-04 19:00:00,      -0.505784,      -0.518404
