date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,             -0,              0
2016-01-01 00:20:00,      -0.100634,      0.0128785
2016-01-01 00:40:00,      -0.131856,      -0.132489
2016-01-01 01:00:00,      -0.214511,      -0.189507
2016-01-01 01:20:00,      -0.248794,      -0.291776
2016-01-01 01:40:00,       -0.29542,      -0.391142
2016-01-01 02:00:00,      -0.333315,      -0.466482
2016-01-01 02:20:00,      -0.364878,      -0.556375
2016-01-01 02:40:00,      -0.340897,      -0.630009
2016-01-01 03:00:00,      -0.337787,      -0.667573
2016-01-01 03:20:00,      -0.343634,      -0.651792
2016-01-01 03:40:00,      -0.335074,      -0.652928
2016-01-01 04:00:00,      -0.337115,      -0.648603
2016-01-01 04:20:00,      -0.344732,      -0.630707
2016-01-01 04:40:00,      -0.343235,      -0.620845
2016-01-01 05:00:00,      -0.342703,      -0.610755
2016-01-01 05:20:00,      -0.338632,      -0.608163
2016-01-01 05:40:00,      -0.329148,      -0.612391
2016-01-01 06:00:00,      -0.326819,      -0.616815
2016-01-01 06:20:00,       -0.31968,      -0.621354
2016-01-01 06:40:00,      -0.313884,      -0.622756
2016-01-01 07:00:00,        -0.3096,      -0.612963
2016-01-01 07:20:00,      -0.303731,      -0.589535
2016-01-01 07:40:00,      -0.295862,      -0.557414
2016-01-01 08:00:00,       -0.28712,      -0.521906
2016-01-01 08:20:00,      -0.278546,       -0.49691
2016-01-01 08:40:00,       -0.27164,      -0.480659
2016-01-01 09:00:00,      -0.273419,      -0.468961
2016-01-01 09:20:00,      -0.271088,      -0.459525
2016-01-01 09:40:00,      -0.263461,      -0.452044
2016-01-01 10:00:00,      -0.241628,      -0.446177
2016-01-01 10:20:00,      -0.207727,      -0.443025
2016-01-01 10:40:00,      -0.165914,      -0.440489
2016-01-01 11:00:00,      -0.126744,      -0.437471
2016-01-01 11:20:00,     -0.0992717,      -0.431604
2016-01-01 11:40:00,     -0.0902046,      -0.423537
2016-01-01 12:00:00,      -0.094294,      -0.418199
2016-01-01 12:20:00,      -0.102806,      -0.414172
2016-01-01 12:40:00,      -0.108492,      -0.406511
2016-01-01 13:00:00,       -0.10902,      -0.392392
2016-01-01 13:20:00,      -0.104791,       -0.36801
2016-01-01 13:40:00,     -0.0954454,      -0.332769
2016-01-01 14:00:00,     -0.0817944,      -0.284534
2016-01-01 14:20:00,     -0.0644102,       -0.22318
2016-01-01 14:40:00,     -0.0421622,      -0.147632
