date and time,water level (m)
2016-01-01 00:00:00,            0.8
2016-01-01 00:20:00,        -1.1224
2016-01-01 00:40:00,      -0.238037
2016-01-01 01:00:00,      -0.125537
2016-01-01 01:20:00,      -0.286756
2016-01-01 01:40:00,      -0.283528
2016-01-01 02:00:00,      -0.280525
2016-01-01 02:20:00,     -0.0303926
2016-01-01 02:40:00,       0.113229
2016-01-01 03:00:00,       0.208756
2016-01-01 03:20:00,       0.273166
2016-01-01 03:40:00,       0.298692
2016-01-01 04:00:00,       0.331698
2016-01-01 04:20:00,       0.396824
2016-01-01 04:40:00,       0.452841
2016-01-01 05:00:00,       0.530375
2016-01-01 05:20:00,       0.551183
2016-01-01 05:40:00,       0.548307
2016-01-01 06:00:00,       0.505209
2016-01-01 06:20:00,       0.459145
2016-01-01 06:40:00,       0.382417
2016-01-01 07:00:00,       0.374818
2016-01-01 07:20:00,       0.322314
2016-01-01 07:40:00,       0.263117
2016-01-01 08:00:00,       0.179928
2016-01-01 08:20:00,      0.0769324
2016-01-01 08:40:00,      -0.033116
2016-01-01 09:00:00,       -0.10154
2016-01-01 09:20:00,       -0.17376
2016-01-01 09:40:00,      -0.237863
2016-01-01 10:00:00,      -0.316467
2016-01-01 10:20:00,      -0.380647
2016-01-01 10:40:00,      -0.430499
2016-01-01 11:00:00,      -0.464403
2016-01-01 11:20:00,      -0.484249
2016-01-01 11:40:00,      -0.494139
2016-01-01 12:00:00,       -0.49009
2016-01-01 12:20:00,      -0.474643
2016-01-01 12:40:00,      -0.444208
2016-01-01 13:00:00,      -0.400958
2016-01-01 13:20:00,      -0.346727
2016-01-01 13:40:00,      -0.283522
2016-01-01 14:00:00,       -0.21608
2016-01-01 14:20:00,      -0.142463
2016-01-01 14:40:00,     -0.0643235
2016-01-01 15:00:00,      0.0148894
2016-01-01 15:20:00,      0.0919237
2016-01-01 15:40:00,       0.164554
2016-01-01 16:00:00,       0.232223
2016-01-01 16:20:00,       0.292305
2016-01-01 16:40:00,       0.343839
2016-01-01 17:00:00,       0.385091
2016-01-01 17:20:00,       0.414826
2016-01-01 17:40:00,       0.431948
2016-01-01 18:00:00,       0.436424
2016-01-01 18:20:00,       0.428186
2016-01-01 18:40:00,       0.407991
2016-01-01 19:00:00,       0.376135
2016-01-01 19:20:00,       0.333718
2016-01-01 19:40:00,       0.282154
2016-01-01 20:00:00,       0.222499
2016-01-01 20:20:00,       0.156999
2016-01-01 20:40:00,      0.0873458
2016-01-01 21:00:00,      0.0156003
2016-01-01 21:20:00,     -0.0562374
2016-01-01 21:40:00,      -0.125997
2016-01-01 22:00:00,      -0.191964
