date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,             -0,              0
2016-01-01 00:20:00,     -0.0598308,       0.201614
2016-01-01 00:40:00,      0.0112693,       0.118013
2016-01-01 01:00:00,     -0.0139124,       0.151534
2016-01-01 01:20:00,       0.021472,       0.129539
2016-01-01 01:40:00,     0.00835559,       0.069513
2016-01-01 02:00:00,     -0.0133052,      0.0531016
2016-01-01 02:20:00,     -0.0371611,     -0.0219852
2016-01-01 02:40:00,      -0.020996,     -0.0448004
2016-01-01 03:00:00,     -0.0260258,     -0.0949168
2016-01-01 03:20:00,     -0.0106962,     -0.0997284
2016-01-01 03:40:00,      0.0288724,      -0.119968
2016-01-01 04:00:00,     0.00615119,      -0.100896
2016-01-01 04:20:00,     -0.0496422,      -0.045425
2016-01-01 04:40:00,     -0.0198428,     -0.0104018
2016-01-01 05:00:00,     -0.0529166,      0.0164461
2016-01-01 05:20:00,     -0.0416001,      0.0366622
2016-01-01 05:40:00,     0.00998143,      0.0187919
2016-01-01 06:00:00,    -0.00855587,     -0.0190358
2016-01-01 06:20:00,     -0.0196031,     -0.0499593
2016-01-01 06:40:00,     -0.0244384,      -0.103567
2016-01-01 07:00:00,     -0.0456801,       -0.11807
2016-01-01 07:20:00,     -0.0251274,      -0.117268
2016-01-01 07:40:00,      -0.010139,      -0.117296
2016-01-01 08:00:00,     -0.0209838,     -0.0840316
2016-01-01 08:20:00,      -0.026679,     -0.0582884
2016-01-01 08:40:00,     -0.0352456,     -0.0336406
2016-01-01 09:00:00,     -0.0649363,    -0.00169309
2016-01-01 09:20:00,     -0.0654157,     0.00961726
2016-01-01 09:40:00,     -0.0555619,      0.0227378
2016-01-01 10:00:00,      -0.044921,      0.0222585
2016-01-01 10:20:00,     -0.0494296,     0.00863858
2016-01-01 10:40:00,     -0.0483355,     -0.0109117
2016-01-01 11:00:00,     -0.0610914,       -0.02236
2016-01-01 11:20:00,     -0.0553711,     -0.0515027
2016-01-01 11:40:00,     -0.0505954,     -0.0636424
2016-01-01 12:00:00,     -0.0394539,     -0.0685014
2016-01-01 12:20:00,     -0.0228538,     -0.0787483
2016-01-01 12:40:00,     -0.0222815,     -0.0762103
2016-01-01 13:00:00,     -0.0133598,     -0.0628466
2016-01-01 13:20:00,     -0.0257082,     -0.0515596
2016-01-01 13:40:00,     -0.0465612,     -0.0298396
2016-01-01 14:00:00,     -0.0435417,     -0.0143004
2016-01-01 14:20:00,       -0.04338,     0.00917028
2016-01-01 14:40:00,     -0.0366524,      0.0205679
2016-01-01 15:00:00,     -0.0225425,      0.0254073
2016-01-01 15:20:00,     -0.0232409,      0.0277212
2016-01-01 15:40:00,     -0.0299338,      0.0108662
2016-01-01 16:00:00,     -0.0312011,     -0.0143795
2016-01-01 16:20:00,     -0.0451017,     -0.0319978
2016-01-01 16:40:00,     -0.0281453,     -0.0449014
2016-01-01 17:00:00,     -0.0127305,     -0.0592434
2016-01-01 17:20:00,     -0.0150579,     -0.0554357
2016-01-01 17:40:00,     -0.0185461,     -0.0444279
2016-01-01 18:00:00,     -0.0266188,     -0.0339162
2016-01-01 18:20:00,     -0.0351731,     -0.0111387
2016-01-01 18:40:00,     -0.0340698,      0.0035334
2016-01-01 19:00:00,     -0.0224661,      0.0082349
2016-01-01 19:20:00,      -0.019147,      0.0165108
2016-01-01 19:40:00,     -0.0205558,      0.0009919
2016-01-01 20:00:00,     -0.0234618,     -0.0198266
2016-01-01 20:20:00,     -0.0237959,     -0.0377011
2016-01-01 20:40:00,     -0.0171465,     -0.0566839
2016-01-01 21:00:00,    -0.00647222,     -0.0631482
2016-01-01 21:20:00,    -0.00775392,     -0.0669133
2016-01-01 21:40:00,     -0.0071106,     -0.0595329
2016-01-01 22:00:00,    -0.00758869,     -0.0473814
2016-01-01 22:20:00,      -0.021012,     -0.0332823
2016-01-01 22:40:00,     -0.0226987,     -0.0202474
2016-01-01 23:00:00,     -0.0176524,    -0.00816973
2016-01-01 23:20:00,     -0.0208336,   -0.000678232
2016-01-01 23:40:00,     -0.0154513,     0.00360392
2016-01-02 00:00:00,     -0.0174505,      0.0023494
2016-01-02 00:20:00,     -0.0185585,   -0.000477056
2016-01-02 00:40:00,     -0.0172503,     -0.0137724
2016-01-02 01:00:00,     -0.0243577,      -0.024004
2016-01-02 01:20:00,     -0.0225152,     -0.0340196
2016-01-02 01:40:00,     -0.0165052,     -0.0443281
2016-01-02 02:00:00,      -0.015081,     -0.0493757
2016-01-02 02:20:00,    -0.00932433,     -0.0565265
2016-01-02 02:40:00,    -0.00942864,     -0.0550219
2016-01-02 03:00:00,     -0.0199875,     -0.0500749
2016-01-02 03:20:00,     -0.0165425,     -0.0447025
2016-01-02 03:40:00,     -0.0236566,       -0.03276
2016-01-02 04:00:00,      -0.023541,      -0.019163
2016-01-02 04:20:00,     -0.0160889,     -0.0140262
2016-01-02 04:40:00,     -0.0194346,    -0.00600993
2016-01-02 05:00:00,     -0.0192858,    -0.00779309
2016-01-02 05:20:00,     -0.0191718,     -0.0174185
2016-01-02 05:40:00,     -0.0261096,     -0.0262309
2016-01-02 06:00:00,     -0.0211653,     -0.0424563
2016-01-02 06:20:00,     -0.0118611,     -0.0554806
2016-01-02 06:40:00,     -0.0107041,     -0.0582178
2016-01-02 07:00:00,    -0.00929203,     -0.0606944
2016-01-02 07:20:00,    -0.00834777,     -0.0543793
2016-01-02 07:40:00,     -0.0158799,     -0.0414188
2016-01-02 08:00:00,     -0.0183003,     -0.0292373
2016-01-02 08:20:00,     -0.0130064,     -0.0220183
2016-01-02 08:40:00,     -0.0144129,       -0.01603
2016-01-02 09:00:00,     -0.0117878,     -0.0139683
2016-01-02 09:20:00,    -0.00868004,      -0.021235
2016-01-02 09:40:00,     -0.0113221,     -0.0274328
2016-01-02 10:00:00,     -0.0098851,     -0.0360826
2016-01-02 10:20:00,    -0.00534549,      -0.043444
2016-01-02 10:40:00,    -0.00531395,     -0.0471922
2016-01-02 11:00:00,    -0.00031734,     -0.0504232
2016-01-02 11:20:00,     0.00186049,      -0.050018
2016-01-02 11:40:00,    -0.00333926,      -0.043565
2016-01-02 12:00:00,    -0.00242329,      -0.040252
2016-01-02 12:20:00,    -0.00544802,      -0.032819
2016-01-02 12:40:00,    -0.00675119,     -0.0225157
2016-01-02 13:00:00,    -0.00275018,     -0.0175481
2016-01-02 13:20:00,    -0.00504635,    -0.00998965
2016-01-02 13:40:00,     -0.0050458,    -0.00826984
2016-01-02 14:00:00,    -0.00297839,    -0.00813586
2016-01-02 14:20:00,     -0.0103811,    -0.00875179
2016-01-02 14:40:00,    -0.00767099,     -0.0153061
2016-01-02 15:00:00,    -0.00805061,     -0.0197343
2016-01-02 15:20:00,    -0.00923549,     -0.0261549
2016-01-02 15:40:00,    -0.00201358,     -0.0342849
2016-01-02 16:00:00,    -0.00360939,     -0.0367741
2016-01-02 16:20:00,    -0.00324346,     -0.0372889
2016-01-02 16:40:00,    -0.00314513,     -0.0382609
2016-01-02 17:00:00,    -0.00961395,     -0.0320976
