date and time,water level (m)
2016-01-01 00:00:00,            0.8
2016-01-01 00:20:00,       -0.64382
2016-01-01 00:40:00,      -0.484388
2016-01-01 01:00:00,      -0.407724
2016-01-01 01:20:00,      -0.312191
2016-01-01 01:40:00,      -0.181502
2016-01-01 02:00:00,     -0.0836907
2016-01-01 02:20:00,    -0.00578771
2016-01-01 02:40:00,      0.0832399
2016-01-01 03:00:00,       0.166714
2016-01-01 03:20:00,       0.232858
2016-01-01 03:40:00,       0.312783
2016-01-01 04:00:00,       0.372569
2016-01-01 04:20:00,       0.435617
2016-01-01 04:40:00,       0.473533
2016-01-01 05:00:00,        0.51211
2016-01-01 05:20:00,       0.518013
2016-01-01 05:40:00,       0.513579
2016-01-01 06:00:00,       0.499049
2016-01-01 06:20:00,        0.47307
2016-01-01 06:40:00,        0.43521
2016-01-01 07:00:00,       0.387909
2016-01-01 07:20:00,       0.324867
2016-01-01 07:40:00,       0.246926
2016-01-01 08:00:00,       0.166391
2016-01-01 08:20:00,      0.0833416
2016-01-01 08:40:00,    -0.00606771
2016-01-01 09:00:00,     -0.0889496
2016-01-01 09:20:00,      -0.168144
2016-01-01 09:40:00,       -0.24282
2016-01-01 10:00:00,      -0.312963
2016-01-01 10:20:00,      -0.369573
2016-01-01 10:40:00,      -0.416706
2016-01-01 11:00:00,      -0.454365
2016-01-01 11:20:00,      -0.477451
2016-01-01 11:40:00,      -0.486404
2016-01-01 12:00:00,      -0.480093
2016-01-01 12:20:00,      -0.462276
2016-01-01 12:40:00,      -0.431464
2016-01-01 13:00:00,      -0.387401
2016-01-01 13:20:00,       -0.33387
2016-01-01 13:40:00,      -0.272257
2016-01-01 14:00:00,      -0.201845
2016-01-01 14:20:00,      -0.126725
2016-01-01 14:40:00,     -0.0474532
2016-01-01 15:00:00,       0.031191
2016-01-01 15:20:00,         0.1081
2016-01-01 15:40:00,       0.180116
2016-01-01 16:00:00,       0.248068
2016-01-01 16:20:00,       0.310588
2016-01-01 16:40:00,       0.360519
2016-01-01 17:00:00,       0.400011
2016-01-01 17:20:00,       0.428888
2016-01-01 17:40:00,       0.446873
2016-01-01 18:00:00,       0.449205
2016-01-01 18:20:00,       0.441816
2016-01-01 18:40:00,       0.421157
2016-01-01 19:00:00,        0.38862
2016-01-01 19:20:00,       0.345386
2016-01-01 19:40:00,       0.293878
2016-01-01 20:00:00,       0.233832
2016-01-01 20:20:00,       0.168431
2016-01-01 20:40:00,      0.0986923
2016-01-01 21:00:00,      0.0268265
2016-01-01 21:20:00,     -0.0451799
2016-01-01 21:40:00,      -0.115666
2016-01-01 22:00:00,       -0.18166
2016-01-01 22:20:00,      -0.241993
2016-01-01 22:40:00,      -0.295586
2016-01-01 23:00:00,      -0.340396
2016-01-01 23:20:00,      -0.374756
2016-01-01 23:40:00,        -0.3988
2016-01-02 00:00:00,      -0.411634
2016-01-02 00:20:00,      -0.412943
2016-01-02 00:40:00,      -0.402341
2016-01-02 01:00:00,      -0.380978
2016-01-02 01:20:00,      -0.349396
2016-01-02 01:40:00,      -0.308238
2016-01-02 02:00:00,       -0.26029
2016-01-02 02:20:00,       -0.20394
2016-01-02 02:40:00,      -0.142243
2016-01-02 03:00:00,     -0.0766457
