date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,             -0,              0
2016-01-01 00:20:00,     -0.0689949,      0.0795712
2016-01-01 00:40:00,     -0.0561959,     -0.0205399
2016-01-01 01:00:00,      -0.113653,     -0.0237306
2016-01-01 01:20:00,      -0.116738,     -0.0906424
2016-01-01 01:40:00,      -0.148365,      -0.162379
2016-01-01 02:00:00,      -0.174453,      -0.214473
2016-01-01 02:20:00,      -0.198017,      -0.295356
2016-01-01 02:40:00,      -0.201688,      -0.328309
2016-01-01 03:00:00,       -0.22183,      -0.372784
2016-01-01 03:20:00,      -0.219155,        -0.3886
2016-01-01 03:40:00,      -0.227775,      -0.392224
2016-01-01 04:00:00,      -0.224316,      -0.387992
2016-01-01 04:20:00,      -0.216677,      -0.375846
2016-01-01 04:40:00,      -0.197557,      -0.371097
2016-01-01 05:00:00,      -0.204155,      -0.350877
2016-01-01 05:20:00,      -0.211195,      -0.343432
2016-01-01 05:40:00,      -0.202619,      -0.354232
2016-01-01 06:00:00,      -0.210074,       -0.37196
2016-01-01 06:20:00,      -0.210463,      -0.385725
2016-01-01 06:40:00,      -0.208065,      -0.397179
2016-01-01 07:00:00,      -0.207156,      -0.395534
2016-01-01 07:20:00,      -0.201804,       -0.38324
2016-01-01 07:40:00,      -0.193376,      -0.370918
2016-01-01 08:00:00,      -0.193619,       -0.34568
2016-01-01 08:20:00,      -0.196043,      -0.319653
2016-01-01 08:40:00,      -0.194098,      -0.288172
2016-01-01 09:00:00,      -0.198657,      -0.253142
2016-01-01 09:20:00,      -0.191955,      -0.219554
2016-01-01 09:40:00,      -0.187825,      -0.188315
2016-01-01 10:00:00,      -0.180781,      -0.159937
2016-01-01 10:20:00,       -0.17522,      -0.136627
2016-01-01 10:40:00,       -0.16883,      -0.113299
2016-01-01 11:00:00,      -0.163021,     -0.0925361
2016-01-01 11:20:00,      -0.152658,     -0.0732043
2016-01-01 11:40:00,      -0.142262,     -0.0512501
