date and time,water level (m)
2016-01-01 00:00:00,            0.8
2016-01-01 00:20:00,       -1.14005
2016-01-01 00:40:00,      -0.265614
2016-01-01 01:00:00,      -0.151314
2016-01-01 01:20:00,       -0.29225
2016-01-01 01:40:00,      -0.278865
2016-01-01 02:00:00,      -0.248409
2016-01-01 02:20:00,     -0.0629826
2016-01-01 02:40:00,       0.075966
2016-01-01 03:00:00,       0.160662
2016-01-01 03:20:00,       0.237202
2016-01-01 03:40:00,       0.271891
2016-01-01 04:00:00,       0.338569
2016-01-01 04:20:00,       0.395138
2016-01-01 04:40:00,       0.450049
2016-01-01 05:00:00,       0.487976
2016-01-01 05:20:00,       0.504537
2016-01-01 05:40:00,         0.4911
2016-01-01 06:00:00,       0.476449
2016-01-01 06:20:00,       0.435857
2016-01-01 06:40:00,       0.396576
2016-01-01 07:00:00,       0.348765
2016-01-01 07:20:00,       0.288347
2016-01-01 07:40:00,       0.217219
2016-01-01 08:00:00,       0.141579
2016-01-01 08:20:00,      0.0645427
2016-01-01 08:40:00,    -0.00866348
2016-01-01 09:00:00,      -0.079285
2016-01-01 09:20:00,      -0.157013
2016-01-01 09:40:00,      -0.231629
2016-01-01 10:00:00,      -0.301645
2016-01-01 10:20:00,       -0.36182
2016-01-01 10:40:00,       -0.40971
2016-01-01 11:00:00,      -0.445731
2016-01-01 11:20:00,      -0.468625
2016-01-01 11:40:00,      -0.478235
2016-01-01 12:00:00,      -0.474446
2016-01-01 12:20:00,      -0.460278
2016-01-01 12:40:00,      -0.433428
2016-01-01 13:00:00,      -0.394995
2016-01-01 13:20:00,      -0.345743
2016-01-01 13:40:00,      -0.287017
2016-01-01 14:00:00,       -0.22063
2016-01-01 14:20:00,      -0.148656
2016-01-01 14:40:00,     -0.0739578
2016-01-01 15:00:00,     0.00284363
2016-01-01 15:20:00,      0.0764313
2016-01-01 15:40:00,       0.147766
2016-01-01 16:00:00,       0.213447
2016-01-01 16:20:00,       0.273378
2016-01-01 16:40:00,       0.324749
2016-01-01 17:00:00,       0.365464
2016-01-01 17:20:00,       0.395205
2016-01-01 17:40:00,       0.412738
2016-01-01 18:00:00,       0.418103
2016-01-01 18:20:00,       0.410275
2016-01-01 18:40:00,       0.391165
2016-01-01 19:00:00,       0.359449
2016-01-01 19:20:00,       0.317281
2016-01-01 19:40:00,       0.265527
2016-01-01 20:00:00,       0.205655
2016-01-01 20:20:00,       0.140501
2016-01-01 20:40:00,      0.0711086
2016-01-01 21:00:00,   -0.000581695
2016-01-01 21:20:00,     -0.0724217
2016-01-01 21:40:00,      -0.142502
2016-01-01 22:00:00,      -0.208777
2016-01-01 22:20:00,      -0.269276
2016-01-01 22:40:00,      -0.322683
2016-01-01 23:00:00,      -0.367363
2016-01-01 23:20:00,      -0.402535
2016-01-01 23:40:00,      -0.426735
2016-01-02 00:00:00,      -0.439511
2016-01-02 00:20:00,      -0.440818
2016-01-02 00:40:00,      -0.430492
2016-01-02 01:00:00,       -0.40903
2016-01-02 01:20:00,      -0.377279
2016-01-02 01:40:00,      -0.336042
2016-01-02 02:00:00,      -0.286714
2016-01-02 02:20:00,      -0.230285
2016-01-02 02:40:00,       -0.16941
2016-01-02 03:00:00,      -0.104722
2016-01-02 03:20:00,     -0.0385773
2016-01-02 03:40:00,      0.0275272
2016-01-02 04:00:00,      0.0920818
2016-01-02 04:20:00,       0.152008
2016-01-02 04:40:00,       0.206854
2016-01-02 05:00:00,        0.25483
2016-01-02 05:20:00,       0.294496
2016-01-02 05:40:00,       0.325518
2016-01-02 06:00:00,       0.346411
2016-01-02 06:20:00,       0.357199
2016-01-02 06:40:00,       0.358503
2016-01-02 07:00:00,       0.349052
2016-01-02 07:20:00,       0.330205
2016-01-02 07:40:00,       0.302394
2016-01-02 08:00:00,       0.266297
2016-01-02 08:20:00,       0.224256
2016-01-02 08:40:00,       0.176909
2016-01-02 09:00:00,       0.125559
2016-01-02 09:20:00,      0.0668151
2016-01-02 09:40:00,     0.00648234
2016-01-02 10:00:00,     -0.0542083
2016-01-02 10:20:00,      -0.112112
2016-01-02 10:40:00,      -0.166364
2016-01-02 11:00:00,      -0.215622
2016-01-02 11:20:00,      -0.258767
2016-01-02 11:40:00,       -0.29479
2016-01-02 12:00:00,      -0.322383
2016-01-02 12:20:00,      -0.340859
2016-01-02 12:40:00,      -0.349761
2016-01-02 13:00:00,       -0.34935
2016-01-02 13:20:00,       -0.33965
2016-01-02 13:40:00,      -0.320976
2016-01-02 14:00:00,      -0.294156
2016-01-02 14:20:00,      -0.259574
2016-01-02 14:40:00,      -0.218344
2016-01-02 15:00:00,      -0.171632
2016-01-02 15:20:00,      -0.121739
2016-01-02 15:40:00,     -0.0693233
2016-01-02 16:00:00,     -0.0151313
2016-01-02 16:20:00,       0.038176
2016-01-02 16:40:00,      0.0906135
2016-01-02 17:00:00,       0.139843
2016-01-02 17:20:00,       0.184415
2016-01-02 17:40:00,       0.223665
2016-01-02 18:00:00,       0.256049
2016-01-02 18:20:00,       0.280115
2016-01-02 18:40:00,       0.296823
2016-01-02 19:00:00,       0.304541
