date and time,x component of depth averaged velocity (m/s),y component of depth averaged velocity (m/s)
2016-01-01 00:00:00,             -0,              0
2016-01-01 00:20:00,      -0.101159,       0.378612
2016-01-01 00:40:00,      0.0196783,       0.197127
2016-01-01 01:00:00,      0.0452541,       0.149521
2016-01-01 01:20:00,      0.0400731,       0.183776
2016-01-01 01:40:00,      0.0725774,      0.0817129
2016-01-01 02:00:00,      0.0187054,       0.104423
2016-01-01 02:20:00,     -0.0214678,       0.043626
2016-01-01 02:40:00,     0.00815247,     -0.0535319
2016-01-01 03:00:00,    -0.00952384,     -0.0223738
2016-01-01 03:20:00,       0.032715,     -0.0466015
2016-01-01 03:40:00,      0.0766785,     -0.0665053
2016-01-01 04:00:00,      0.0323708,     -0.0176421
2016-01-01 04:20:00,    -0.00964383,    -0.00694183
2016-01-01 04:40:00,    -0.00548762,      0.0474923
2016-01-01 05:00:00,     -0.0513218,       0.044135
2016-01-01 05:20:00,      -0.018004,      0.0402866
2016-01-01 05:40:00,      0.0329698,      0.0496794
2016-01-01 06:00:00,      0.0300494,     0.00872152
2016-01-01 06:20:00,     0.00744284,    -0.00511822
2016-01-01 06:40:00,     -0.0174378,     -0.0591269
2016-01-01 07:00:00,      -0.019159,     -0.0618601
2016-01-01 07:20:00,     -0.0107949,     -0.0382428
2016-01-01 07:40:00,      0.0128797,     -0.0738525
2016-01-01 08:00:00,     0.00302195,     -0.0468685
2016-01-01 08:20:00,     0.00168756,     -0.0259278
2016-01-01 08:40:00,     0.00276412,     -0.0277244
2016-01-01 09:00:00,     -0.0329202,    -0.00301618
2016-01-01 09:20:00,     -0.0353163,      -0.012516
2016-01-01 09:40:00,    -0.00837719,    -0.00680025
2016-01-01 10:00:00,     -0.0165669,     0.00391377
2016-01-01 10:20:00,     -0.0125439,     -0.0298375
2016-01-01 10:40:00,      -0.013953,     -0.0272433
2016-01-01 11:00:00,     -0.0310473,     -0.0259871
2016-01-01 11:20:00,     -0.0252207,     -0.0661141
2016-01-01 11:40:00,     -0.0332564,     -0.0573247
2016-01-01 12:00:00,      -0.019043,      -0.055002
2016-01-01 12:20:00,     -0.0103354,     -0.0644375
2016-01-01 12:40:00,     -0.0250729,     -0.0589591
2016-01-01 13:00:00,    -0.00299159,     -0.0510624
2016-01-01 13:20:00,     -0.0197224,     -0.0433145
2016-01-01 13:40:00,     -0.0386181,      -0.034241
2016-01-01 14:00:00,      -0.032728,     -0.0288213
2016-01-01 14:20:00,     -0.0330748,     -0.0078146
2016-01-01 14:40:00,     -0.0279846,     -0.0127871
2016-01-01 15:00:00,     -0.0179689,     -0.0186734
2016-01-01 15:20:00,     -0.0188041,     -0.0137411
2016-01-01 15:40:00,     -0.0172158,     -0.0203041
2016-01-01 16:00:00,     -0.0254105,     -0.0397231
2016-01-01 16:20:00,     -0.0326064,     -0.0451682
2016-01-01 16:40:00,     -0.0236241,      -0.042137
2016-01-01 17:00:00,    -0.00933744,     -0.0456354
2016-01-01 17:20:00,     -0.0154399,     -0.0436563
2016-01-01 17:40:00,     -0.0265413,     -0.0374192
2016-01-01 18:00:00,     -0.0160162,     -0.0309079
2016-01-01 18:20:00,     -0.0238959,     -0.0215182
2016-01-01 18:40:00,     -0.0307215,     -0.0136087
2016-01-01 19:00:00,     -0.0132142,     -0.0255477
2016-01-01 19:20:00,     -0.0171121,     -0.0147221
2016-01-01 19:40:00,     -0.0169207,     -0.0156357
2016-01-01 20:00:00,      -0.010497,     -0.0410499
2016-01-01 20:20:00,     -0.0209186,     -0.0416566
2016-01-01 20:40:00,     -0.0118542,     -0.0430026
2016-01-01 21:00:00,     0.00350222,     -0.0440179
2016-01-01 21:20:00,     -0.0119059,     -0.0411611
2016-01-01 21:40:00,    -0.00770239,     -0.0404325
2016-01-01 22:00:00,    -0.00277673,     -0.0259583
2016-01-01 22:20:00,     -0.0137149,     -0.0156245
2016-01-01 22:40:00,     -0.0124788,     -0.0216261
2016-01-01 23:00:00,    -0.00726226,    -0.00973546
2016-01-01 23:20:00,    -0.00668577,    -0.00719779
2016-01-01 23:40:00,     -0.0023642,     -0.0126459
2016-01-02 00:00:00,    -0.00603034,     -0.0132734
2016-01-02 00:20:00,    -0.00304478,    -0.00943856
2016-01-02 00:40:00,    -0.00465944,     -0.0190862
2016-01-02 01:00:00,    -0.00997787,     -0.0224883
2016-01-02 01:20:00,    -0.00782986,     -0.0204253
2016-01-02 01:40:00,    9.76733e-05,     -0.0230185
2016-01-02 02:00:00,    -0.00663235,     -0.0260102
2016-01-02 02:20:00,    -0.00369963,     -0.0231883
2016-01-02 02:40:00,   -4.14407e-05,     -0.0185956
2016-01-02 03:00:00,      -0.011692,     -0.0146738
2016-01-02 03:20:00,    -0.00689321,     -0.0182788
2016-01-02 03:40:00,    -0.00456954,     -0.0102906
2016-01-02 04:00:00,    -0.00890776,   -0.000147891
2016-01-02 04:20:00,    0.000793452,     -0.0100184
2016-01-02 04:40:00,     -0.0049637,    -0.00579596
2016-01-02 05:00:00,    -0.00776162,    -0.00160652
2016-01-02 05:20:00,     0.00188093,     -0.0121897
2016-01-02 05:40:00,     -0.0103324,     -0.0151645
2016-01-02 06:00:00,    -0.00849894,     -0.0215293
2016-01-02 06:20:00,     0.00627786,     -0.0260787
2016-01-02 06:40:00,    -0.00192203,     -0.0187956
2016-01-02 07:00:00,    -0.00450506,     -0.0225145
2016-01-02 07:20:00,     0.00344684,     -0.0212936
2016-01-02 07:40:00,    -0.00656755,    -0.00743601
2016-01-02 08:00:00,    -0.00165777,    -0.00531189
2016-01-02 08:20:00,     0.00116611,    -0.00879129
2016-01-02 08:40:00,    -0.00252067,    -0.00723188
2016-01-02 09:00:00,     0.00268878,    -0.00580922
2016-01-02 09:20:00,     0.00530306,    -0.00925372
2016-01-02 09:40:00,   -0.000414788,     -0.0143441
2016-01-02 10:00:00,      0.0002121,     -0.0159817
2016-01-02 10:20:00,     0.00604771,     -0.0144476
2016-01-02 10:40:00,     0.00345457,      -0.015535
2016-01-02 11:00:00,     0.00255097,     -0.0158009
2016-01-02 11:20:00,     0.00807979,     -0.0141172
2016-01-02 11:40:00,     0.00198735,    -0.00559867
2016-01-02 12:00:00,     0.00096256,    -0.00760661
2016-01-02 12:20:00,     0.00426647,    -0.00709205
2016-01-02 12:40:00,    -0.00140864,     0.00506706
2016-01-02 13:00:00,     0.00584806,    0.000175067
